country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,398k active personnel,51 ships,Advanced,Angelic,15 factories,Standard,online now,rankings.php?subregion=mes,BAMF,$5585 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,17 Tons,http://blocgame.com/rankings.php?subregion=mes,88283 km 2,http://blocgame.com/stats.php?id=39062,,
Kutlesh,Kutlesh,http://blocgame.com/alliancestats.php?allianceid=1382,11k active personnel,19 ships,Almost Modern,Normal,6 factories,Elite,last online 131 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$5715 million,alliancestats.php?allianceid=1382,Egypt,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=egy,49463 km 2,http://blocgame.com/stats.php?id=54847,4258 Mbbl,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,14 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 10 hours ago,rankings.php?subregion=gui,The High Council,$5641 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=gui,32100 km 2,http://blocgame.com/stats.php?id=59107,197 Mbbl,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,411k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,last online 18 hours ago,rankings.php?subregion=egy,Inter/pol/,$5469 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,83222 km 2,http://blocgame.com/stats.php?id=58158,,
Great Grenada,jaggywaggy,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,15 ships,Second World War surplus,Nice,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Inter/pol/,$5547 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,31047 km 2,http://blocgame.com/stats.php?id=59513,521 Mbbl,
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,118k active personnel,9 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 19 hours ago,rankings.php?subregion=pac,BAMF,$5562 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,576 Mbbl,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,367k active personnel,15 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 81 hours ago,rankings.php?subregion=per,Wreckage brothers,$5421 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,140k active personnel,0 ships,Second World War surplus,Angelic,4 factories,Undisciplined Rabble,last online 8 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5458 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,158k active personnel,10 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 4 hours ago,rankings.php?subregion=per,The High Council,$5419 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 46 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5448 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,15 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 28 hours ago,rankings.php?subregion=chi,The High Council,$5435 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,6k active personnel,13 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Good,last online 56 hours ago,rankings.php?subregion=pac,EUN,$5707 million,alliancestats.php?allianceid=1810,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,13837 km 2,http://blocgame.com/stats.php?id=51506,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,148k active personnel,7 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 57 hours ago,rankings.php?subregion=ind,ASEANG,$5394 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,5k active personnel,5 ships,Korean War surplus,Angelic,3 factories,Good,last online 32 hours ago,rankings.php?subregion=mex,The Federal Colonies,$5438 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,,http://blocgame.com/rankings.php?subregion=mex,27196 km 2,http://blocgame.com/stats.php?id=59585,341 Mbbl,
Daphnestan,Daoapin,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,5 ships,Korean War surplus,Normal,5 factories,Good,last online 10 hours ago,rankings.php?subregion=ind,The High Council,$4363 million,alliancestats.php?allianceid=1595,East Indies,,None,,http://blocgame.com/rankings.php?subregion=ind,39009 km 2,http://blocgame.com/stats.php?id=59475,,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,85k active personnel,49 ships,Almost Modern,Angelic,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5203 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,,
Vulcanus,kappa123,http://blocgame.com/alliancestats.php?allianceid=1393,35k active personnel,18 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 44 hours ago,rankings.php?subregion=ara,BAMF,$5356 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,27638 km 2,http://blocgame.com/stats.php?id=59636,3713 Mbbl,
Hof'Koursh,TheGoodDoctor,http://blocgame.com/alliancestats.php?allianceid=1599,203k active personnel,14 ships,Almost Modern,Gandhi-like,11 factories,Poor,last online 19 hours ago,rankings.php?subregion=waf,Wreckage brothers,$6663 million,alliancestats.php?allianceid=1599,West Africa,Plentiful,Very Powerful,2 Tons,http://blocgame.com/rankings.php?subregion=waf,93957 km 2,http://blocgame.com/stats.php?id=55002,3792 Mbbl,
Birgland,snesiscool,http://blocgame.com/alliancestats.php?allianceid=1835,1k active personnel,7 ships,Korean War surplus,Normal,4 factories,Elite,last online 6 hours ago,rankings.php?subregion=mex,SPQR,$4991 million,alliancestats.php?allianceid=1835,Mesoamerica,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=mex,18830 km 2,http://blocgame.com/stats.php?id=58700,,
Granola,Granola Empire,http://blocgame.com/alliancestats.php?allianceid=1835,4k active personnel,14 ships,Almost Modern,Normal,3 factories,Good,last online 106 hours ago,rankings.php?subregion=waf,SPQR,$5221 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=waf,19428 km 2,http://blocgame.com/stats.php?id=50172,,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,15 ships,Vietnam War surplus,Nice,5 factories,Standard,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5064 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,39985 km 2,http://blocgame.com/stats.php?id=58260,4169 Mbbl,
Dominicanos,jrod183,http://blocgame.com/alliancestats.php?allianceid=1580,8k active personnel,41 ships,Persian Gulf War surplus,Good,11 factories,Poor,last online 130 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$4127 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Small,,http://blocgame.com/rankings.php?subregion=car,52038 km 2,http://blocgame.com/stats.php?id=56237,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,22k active personnel,12 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 62 hours ago,rankings.php?subregion=pac,The Eastern Sea,$4996 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,23183 km 2,http://blocgame.com/stats.php?id=59737,,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,205k active personnel,21 ships,Vietnam War surplus,Gandhi-like,8 factories,Good,last online 5 hours ago,rankings.php?subregion=ama,The High Council,$4866 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Powerful,,http://blocgame.com/rankings.php?subregion=ama,37856 km 2,http://blocgame.com/stats.php?id=58731,,
Masterton East,Natedogg,http://blocgame.com/alliancestats.php?allianceid=1644,119k active personnel,16 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,Inter/pol/,$4846 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,19433 km 2,http://blocgame.com/stats.php?id=58225,,
Pr0 Gamers,Bruce Wayne,http://blocgame.com/alliancestats.php?allianceid=1835,88k active personnel,6 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 15 hours ago,rankings.php?subregion=pac,SPQR,$4794 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,9266 km 2,http://blocgame.com/stats.php?id=59051,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,60k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 11 hours ago,rankings.php?subregion=per,Kekolutionaries,$4935 million,alliancestats.php?allianceid=1704,Persia,,Mediocre,,http://blocgame.com/rankings.php?subregion=per,2261 km 2,http://blocgame.com/stats.php?id=54430,1747 Mbbl,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,56k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 54 hours ago,rankings.php?subregion=saf,Inter/pol/,$4856 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,142 Mbbl,
East Black Rock,Shiro Shirogane,http://blocgame.com/alliancestats.php?allianceid=1595,91k active personnel,5 ships,First World War surplus,Gandhi-like,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,The High Council,$4851 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48691 km 2,http://blocgame.com/stats.php?id=60120,,
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=1644,2k active personnel,23 ships,Almost Modern,Questionable,3 factories,Undisciplined Rabble,last online 52 hours ago,rankings.php?subregion=mes,Inter/pol/,$4704 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,4757 km 2,http://blocgame.com/stats.php?id=48611,,
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,113k active personnel,9 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,BAMF,$4691 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,121k active personnel,8 ships,Korean War surplus,Angelic,5 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Zion,$5909 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,48144 km 2,http://blocgame.com/stats.php?id=59454,20128 Mbbl,
al-Bahrayn,dbdb,http://blocgame.com/alliancestats.php?allianceid=1835,98k active personnel,12 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,SPQR,$4747 million,alliancestats.php?allianceid=1835,Mesopotamia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=mes,24775 km 2,http://blocgame.com/stats.php?id=59775,2904 Mbbl,
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,129k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$4678 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,31087 km 2,http://blocgame.com/stats.php?id=56890,4233 Mbbl,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,11 ships,Vietnam War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The High Council,$4674 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,5886 Mbbl,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=1393,82k active personnel,5 ships,Korean War surplus,Good,7 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$4497 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,41422 km 2,http://blocgame.com/stats.php?id=40188,,
Central Island,The Dealer,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 34 hours ago,rankings.php?subregion=pac,Inter/pol/,$4671 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28767 km 2,http://blocgame.com/stats.php?id=59154,,
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,1 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 17 hours ago,rankings.php?subregion=con,BAMF,$4622 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,32130 km 2,http://blocgame.com/stats.php?id=58457,,
HiredGun,FreeCharge,http://blocgame.com/alliancestats.php?allianceid=1599,308k active personnel,61 ships,Advanced,Gandhi-like,14 factories,Good,last online 10 hours ago,rankings.php?subregion=egy,Wreckage brothers,$4574 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,84744 km 2,http://blocgame.com/stats.php?id=53353,,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,145k active personnel,9 ships,Vietnam War surplus,Nice,4 factories,Elite,last online 6 hours ago,rankings.php?subregion=gra,BAMF,$4409 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=gra,44876 km 2,http://blocgame.com/stats.php?id=42065,,
The Dome,Hardlined,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,15 ships,Almost Modern,Angelic,6 factories,Standard,last online 135 hours ago,rankings.php?subregion=chi,BAMF,$4533 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,27650 km 2,http://blocgame.com/stats.php?id=56795,,5%
Sugartopia,Lapis Lazuli,http://blocgame.com/alliancestats.php?allianceid=1382,37k active personnel,5 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$4606 million,alliancestats.php?allianceid=1382,Indochina,Near Depletion,Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=sea,23047 km 2,http://blocgame.com/stats.php?id=58876,,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,39k active personnel,11 ships,Korean War surplus,Isolated,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=sub,Inter/pol/,$4504 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Mediocre,1 Tons,http://blocgame.com/rankings.php?subregion=sub,36304 km 2,http://blocgame.com/stats.php?id=58443,,
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=1393,100k active personnel,11 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 63 hours ago,rankings.php?subregion=mes,BAMF,$4517 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,28504 km 2,http://blocgame.com/stats.php?id=59571,1703 Mbbl,
New-Zimbabwe,Robert Cupabe,http://blocgame.com/alliancestats.php?allianceid=1393,113k active personnel,0 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 37 hours ago,rankings.php?subregion=eaf,BAMF,$4406 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=eaf,38712 km 2,http://blocgame.com/stats.php?id=60059,1467 Mbbl,
Sepidajistan,Shah Squid,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 20 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$4348 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,12438 km 2,http://blocgame.com/stats.php?id=59462,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,139k active personnel,11 ships,Vietnam War surplus,Gandhi-like,14 factories,Elite,last online 4 hours ago,rankings.php?subregion=sub,BAMF,$4212 million,alliancestats.php?allianceid=1393,The Subcontinent,,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,78816 km 2,http://blocgame.com/stats.php?id=59516,,
Lusitan,Lusitan,http://blocgame.com/alliancestats.php?allianceid=1580,19k active personnel,0 ships,Second World War surplus,Questionable,3 factories,Undisciplined Rabble,last online 14 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$4330 million,alliancestats.php?allianceid=1580,China,,Mediocre,,http://blocgame.com/rankings.php?subregion=chi,27458 km 2,http://blocgame.com/stats.php?id=58894,,
Toread,andkon,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,11 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 152 hours ago,rankings.php?subregion=sub,The High Council,$4393 million,alliancestats.php?allianceid=1595,The Subcontinent,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,44418 km 2,http://blocgame.com/stats.php?id=54530,,
Elondoria,tee lyo foo,http://blocgame.com/alliancestats.php?allianceid=1382,28k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Good,last online 105 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$4315 million,alliancestats.php?allianceid=1382,Egypt,,Large,,http://blocgame.com/rankings.php?subregion=egy,28353 km 2,http://blocgame.com/stats.php?id=56049,,10%
Desert Fox,schmitzz,http://blocgame.com/alliancestats.php?allianceid=1644,259k active personnel,26 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Standard,last online 6 hours ago,rankings.php?subregion=ara,Inter/pol/,$4167 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,53143 km 2,http://blocgame.com/stats.php?id=56662,,
eQna8,Dave_Smith,http://blocgame.com/alliancestats.php?allianceid=1393,206k active personnel,51 ships,Almost Modern,Gandhi-like,15 factories,Good,online now,rankings.php?subregion=congo,BAMF,$4215 million,alliancestats.php?allianceid=1393,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,108739 km 2,http://blocgame.com/stats.php?id=48695,402 Mbbl,
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=1568,151k active personnel,12 ships,Almost Modern,Angelic,13 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$4310 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,73333 km 2,http://blocgame.com/stats.php?id=55912,,5%
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,37k active personnel,8 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$4315 million,alliancestats.php?allianceid=1568,Amazonia,,Large,,http://blocgame.com/rankings.php?subregion=ama,17040 km 2,http://blocgame.com/stats.php?id=59377,,
jesucristo,jesucristo,http://blocgame.com/alliancestats.php?allianceid=1580,21k active personnel,0 ships,Finest of the 19th century,Gandhi-like,3 factories,Undisciplined Rabble,last online 131 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4301 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,32145 km 2,http://blocgame.com/stats.php?id=58200,,
iljohn,iljohn,http://blocgame.com/alliancestats.php?allianceid=1952,55k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=pac,The Eastern Sea,$4254 million,alliancestats.php?allianceid=1952,Pacific Rim,Near Depletion,Small,,http://blocgame.com/rankings.php?subregion=pac,26335 km 2,http://blocgame.com/stats.php?id=59945,,
Argos,Arkadios,http://blocgame.com/alliancestats.php?allianceid=1382,26k active personnel,7 ships,Almost Modern,Gandhi-like,3 factories,Undisciplined Rabble,last online 8 hours ago,rankings.php?subregion=chi,Non-Aligned Movement,$4258 million,alliancestats.php?allianceid=1382,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,54311 km 2,http://blocgame.com/stats.php?id=43443,,
PonyPenetrators,PonyPenetrator,http://blocgame.com/alliancestats.php?allianceid=1810,172k active personnel,25 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,EUN,$4121 million,alliancestats.php?allianceid=1810,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,16111 km 2,http://blocgame.com/stats.php?id=52348,,
Thermonia,Aluminothermic,http://blocgame.com/alliancestats.php?allianceid=1644,170k active personnel,12 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,last online 1 hours ago,rankings.php?subregion=chi,Inter/pol/,$4141 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,22964 km 2,http://blocgame.com/stats.php?id=53567,,
SingSong,Anthem La La,http://blocgame.com/alliancestats.php?allianceid=1644,120k active personnel,10 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 28 hours ago,rankings.php?subregion=pac,Inter/pol/,$4173 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=pac,28137 km 2,http://blocgame.com/stats.php?id=59602,365 Mbbl,20%
Munchiopolis,Ginger_Ale69xxx,http://blocgame.com/alliancestats.php?allianceid=1756,84k active personnel,1 ships,Second World War surplus,Pariah,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,The Golden Company,$5143 million,alliancestats.php?allianceid=1756,Caribbean,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=car,32129 km 2,http://blocgame.com/stats.php?id=58992,,5%
ChiknNdChips,Dave O.G Miles,http://blocgame.com/alliancestats.php?allianceid=1393,284k active personnel,4 ships,Korean War surplus,Angelic,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$3986 million,alliancestats.php?allianceid=1393,China,Untapped,Large,,http://blocgame.com/rankings.php?subregion=chi,58538 km 2,http://blocgame.com/stats.php?id=60846,302 Mbbl,
Homo Mono,Homo Mono,http://blocgame.com/alliancestats.php?allianceid=1580,126k active personnel,7 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 11 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4144 million,alliancestats.php?allianceid=1580,Arabia,,Large,,http://blocgame.com/rankings.php?subregion=ara,34383 km 2,http://blocgame.com/stats.php?id=59108,6283 Mbbl,
Great Manasa,Haus Omana,http://blocgame.com/alliancestats.php?allianceid=1644,87k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,rankings.php?subregion=mes,Inter/pol/,$4132 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=mes,17545 km 2,http://blocgame.com/stats.php?id=58697,,
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1875,49k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,The Triad,$4141 million,alliancestats.php?allianceid=1875,Pacific Rim,Plentiful,Large,,http://blocgame.com/rankings.php?subregion=pac,38220 km 2,http://blocgame.com/stats.php?id=59917,,
Empersand,Prophet Muhammad,http://blocgame.com/alliancestats.php?allianceid=1580,16k active personnel,8 ships,Korean War surplus,Normal,3 factories,Undisciplined Rabble,last online 155 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4039 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,15061 km 2,http://blocgame.com/stats.php?id=59059,203 Mbbl,
Chickenbake,Chickenbake_2.0,http://blocgame.com/alliancestats.php?allianceid=1580,9k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 167 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$4161 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=sea,34052 km 2,http://blocgame.com/stats.php?id=60085,20 Mbbl,
Horgrif,roxim teaga,http://blocgame.com/alliancestats.php?allianceid=1568,83k active personnel,0 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 194 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$3973 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ama,24126 km 2,http://blocgame.com/stats.php?id=55571,311 Mbbl,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=1568,72k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$3966 million,alliancestats.php?allianceid=1568,Egypt,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=egy,27988 km 2,http://blocgame.com/stats.php?id=54037,12500 Mbbl,
Republic Dank,Dank de von Psstoyeur,http://blocgame.com/alliancestats.php?allianceid=1580,93k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$3925 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ara,15738 km 2,http://blocgame.com/stats.php?id=58562,,
