country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,71k active personnel,8 ships,Second World War surplus,6 factories,Standard,last online 31 hours ago,rankings.php?subregion=sea,The High Council,$7437 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,7k active personnel,12 ships,Korean War surplus,3 factories,Elite,last online 35 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$6157 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,26228 km 2,http://blocgame.com/stats.php?id=40349,435 Mbbl,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,155k active personnel,7 ships,Vietnam War surplus,9 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,The High Council,$7355 million,alliancestats.php?allianceid=1595,Pacific Rim,,Large,http://blocgame.com/rankings.php?subregion=pac,44319 km 2,http://blocgame.com/stats.php?id=56161,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,262k active personnel,51 ships,Persian Gulf War surplus,9 factories,Good,last online 13 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6913 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,5%,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,175k active personnel,47 ships,Almost Modern,10 factories,Standard,last online 7 hours ago,rankings.php?subregion=ara,Inter/pol/,$6903 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,42155 km 2,http://blocgame.com/stats.php?id=55118,,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,11 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=sea,Brotherhood of Zion,$7152 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,338 Mbbl,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,100k active personnel,13 ships,Almost Modern,4 factories,Elite,last online 28 hours ago,rankings.php?subregion=atl,The High Council,$7076 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,14977 Mbbl,5%,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,78k active personnel,18 ships,Korean War surplus,6 factories,Standard,last online 62 hours ago,rankings.php?subregion=chi,BAMF,$6800 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31328 km 2,http://blocgame.com/stats.php?id=58264,,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,131k active personnel,0 ships,Almost Modern,6 factories,Poor,last online 11 hours ago,rankings.php?subregion=per,The Federal Colonies,$7027 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,29k active personnel,7 ships,Vietnam War surplus,4 factories,Elite,last online 9 hours ago,rankings.php?subregion=mes,The High Council,$7105 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,6342 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,76k active personnel,6 ships,Almost Modern,3 factories,Good,last online 36 hours ago,rankings.php?subregion=ara,EUN,$6930 million,alliancestats.php?allianceid=1810,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,9940 km 2,http://blocgame.com/stats.php?id=49272,4889 Mbbl,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,113k active personnel,12 ships,Korean War surplus,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,The High Council,$6884 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,,,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,73k active personnel,4 ships,Korean War surplus,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Wreckage brothers,$6888 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,7101 km 2,http://blocgame.com/stats.php?id=57829,5872 Mbbl,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,3 factories,Elite,last online 16 hours ago,rankings.php?subregion=chi,The High Council,$6493 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,20 ships,Vietnam War surplus,6 factories,Standard,last online 2 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$6820 million,alliancestats.php?allianceid=1382,Amazonia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ama,27086 km 2,http://blocgame.com/stats.php?id=57957,,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,86k active personnel,0 ships,Vietnam War surplus,7 factories,Elite,online now,rankings.php?subregion=pac,Inter/pol/,$7053 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,50639 km 2,http://blocgame.com/stats.php?id=56250,,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,210k active personnel,51 ships,Vietnam War surplus,4 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,Inter/pol/,$6447 million,alliancestats.php?allianceid=1644,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,7 ships,Vietnam War surplus,6 factories,Standard,last online 45 hours ago,rankings.php?subregion=gra,The High Council,$6498 million,alliancestats.php?allianceid=1595,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,38 Mbbl,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,19 ships,Persian Gulf War surplus,7 factories,Elite,last online 5 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6416 million,alliancestats.php?allianceid=1382,Mesoamerica,,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=sea,The High Council,$6726 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,73k active personnel,4 ships,Korean War surplus,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,BAMF,$6774 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,18906 km 2,http://blocgame.com/stats.php?id=58044,13193 Mbbl,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,8k active personnel,4 ships,Korean War surplus,3 factories,Elite,last online 101 hours ago,rankings.php?subregion=car,Che Guevara League,$6549 million,alliancestats.php?allianceid=1386,Caribbean,Plentiful,Large,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,5 ships,Almost Modern,4 factories,Elite,last online 16 hours ago,rankings.php?subregion=car,BAMF,$6379 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71772 km 2,http://blocgame.com/stats.php?id=58252,,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,31k active personnel,32 ships,Advanced,4 factories,Undisciplined Rabble,last online 21 hours ago,rankings.php?subregion=atl,Wreckage brothers,$6657 million,alliancestats.php?allianceid=1599,Atlas,,None,http://blocgame.com/rankings.php?subregion=atl,24169 km 2,http://blocgame.com/stats.php?id=53422,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,22 ships,Almost Modern,4 factories,Elite,last online 13 hours ago,rankings.php?subregion=sub,Inter/pol/,$6287 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,,
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,1 ships,Second World War surplus,5 factories,Good,last online 43 hours ago,rankings.php?subregion=mes,SPQR,$5496 million,alliancestats.php?allianceid=1835,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,43840 km 2,http://blocgame.com/stats.php?id=59855,,,
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,107k active personnel,0 ships,Second World War surplus,3 factories,Good,last online 192 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$6392 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Small,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,8 ships,Korean War surplus,4 factories,Standard,online now,rankings.php?subregion=sea,Non-Aligned Movement,$6497 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,216 Mbbl,,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,44k active personnel,3 ships,Second World War surplus,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6524 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,5 ships,Korean War surplus,3 factories,Standard,online now,rankings.php?subregion=ind,The High Council,$6404 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,93 Mbbl,,
Granola,Granola Empire,http://blocgame.com/alliancestats.php?allianceid=1835,8k active personnel,14 ships,Almost Modern,3 factories,Elite,last online 150 hours ago,rankings.php?subregion=waf,SPQR,$6154 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,23785 km 2,http://blocgame.com/stats.php?id=50172,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,415k active personnel,51 ships,Advanced,14 factories,Good,last online 4 hours ago,rankings.php?subregion=egy,Inter/pol/,$5737 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,82890 km 2,http://blocgame.com/stats.php?id=58158,1048 Mbbl,,
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,7 factories,Elite,last online 13 hours ago,rankings.php?subregion=sub,Inter/pol/,$6028 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,304k active personnel,51 ships,Advanced,18 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$5912 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,3220 Mbbl,,
Urosia,Lance Moroe,http://blocgame.com/alliancestats.php?allianceid=1644,35k active personnel,12 ships,Almost Modern,4 factories,Elite,last online 27 hours ago,rankings.php?subregion=saf,Inter/pol/,$6323 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,19606 km 2,http://blocgame.com/stats.php?id=57637,163 Mbbl,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,12 ships,Vietnam War surplus,3 factories,Good,last online 29 hours ago,rankings.php?subregion=pac,The High Council,$6068 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,10234 km 2,http://blocgame.com/stats.php?id=53369,,,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,107k active personnel,-1 ships,Korean War surplus,4 factories,Good,last online 3 hours ago,rankings.php?subregion=sub,The Triad,$6042 million,alliancestats.php?allianceid=1875,The Subcontinent,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,8910 km 2,http://blocgame.com/stats.php?id=5261,415 Mbbl,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,210k active personnel,6 ships,Almost Modern,8 factories,Good,last online 11 hours ago,rankings.php?subregion=ara,BAMF,$6051 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,5960 Mbbl,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,21 ships,Vietnam War surplus,5 factories,Elite,last online 19 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5829 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,5%,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,175k active personnel,13 ships,Vietnam War surplus,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,The High Council,$5947 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,,
Costa Del Sol,Wittenoom,http://blocgame.com/alliancestats.php?allianceid=1644,9k active personnel,0 ships,Vietnam War surplus,3 factories,Undisciplined Rabble,last online 229 hours ago,rankings.php?subregion=pac,Inter/pol/,$5821 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,13955 km 2,http://blocgame.com/stats.php?id=40097,,,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,14 factories,Standard,online now,rankings.php?subregion=ara,Wreckage brothers,$5705 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,3744 Mbbl,5%,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1382,110k active personnel,11 ships,Almost Modern,11 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$5704 million,alliancestats.php?allianceid=1382,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,357k active personnel,15 ships,Almost Modern,4 factories,Elite,last online 31 hours ago,rankings.php?subregion=per,Wreckage brothers,$5645 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,110k active personnel,9 ships,Second World War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=ama,The High Council,$5908 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,178k active personnel,10 ships,Vietnam War surplus,6 factories,Good,last online 7 hours ago,rankings.php?subregion=per,The High Council,$5576 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,4144 Mbbl,,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,22k active personnel,16 ships,Vietnam War surplus,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,$5966 million,alliancestats.php?allianceid=1580,East Africa,,Large,http://blocgame.com/rankings.php?subregion=eaf,11120 km 2,http://blocgame.com/stats.php?id=53099,,,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,186k active personnel,32 ships,Almost Modern,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5765 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,22185 km 2,http://blocgame.com/stats.php?id=55882,,,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,33k active personnel,5 ships,Korean War surplus,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=mex,The Federal Colonies,$5909 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,32964 km 2,http://blocgame.com/stats.php?id=59585,,,1 Tons
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,103k active personnel,11 ships,Second World War surplus,4 factories,Good,last online 4 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$6771 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,608 Mbbl,5%,
Shadeistan,Colonel Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1644,61k active personnel,9 ships,Vietnam War surplus,4 factories,Elite,last online 18 hours ago,rankings.php?subregion=chi,Inter/pol/,$5870 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,29861 km 2,http://blocgame.com/stats.php?id=59361,,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,145k active personnel,1 ships,Vietnam War surplus,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=sub,Inter/pol/,$5648 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,15 ships,Almost Modern,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,The High Council,$5470 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,3 factories,Standard,last online 13 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5461 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,25 Mbbl,,
Maskettia,qqqqq,http://blocgame.com/alliancestats.php?allianceid=1599,344k active personnel,51 ships,Persian Gulf War surplus,16 factories,Standard,last online 20 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5165 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,58887 km 2,http://blocgame.com/stats.php?id=52872,923 Mbbl,,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,65k active personnel,45 ships,Almost Modern,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5355 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,142 Mbbl,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,126k active personnel,0 ships,Second World War surplus,4 factories,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5455 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,1566 Mbbl,,
Dominicanos,jrod183,http://blocgame.com/alliancestats.php?allianceid=1580,275k active personnel,41 ships,Persian Gulf War surplus,14 factories,Standard,last online 9 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$5272 million,alliancestats.php?allianceid=1580,Caribbean,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=car,66993 km 2,http://blocgame.com/stats.php?id=56237,,,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,5 factories,Elite,last online 36 hours ago,rankings.php?subregion=mes,The High Council,$5603 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,,,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,105k active personnel,4 ships,Second World War surplus,5 factories,Good,last online 61 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5376 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,3518 Mbbl,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,138k active personnel,7 ships,Almost Modern,7 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$5285 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,,
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,349k active personnel,25 ships,Almost Modern,11 factories,Elite,online now,rankings.php?subregion=per,Non-Aligned Movement,$5012 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,89219 km 2,http://blocgame.com/stats.php?id=58004,3261 Mbbl,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1835,15k active personnel,12 ships,Second World War surplus,4 factories,Poor,last online 24 hours ago,rankings.php?subregion=pac,SPQR,$5360 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28383 km 2,http://blocgame.com/stats.php?id=59737,,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,120k active personnel,15 ships,Vietnam War surplus,5 factories,Elite,last online 22 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$5325 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,15 Mbbl,,
Bloodied Stools,cowds,http://blocgame.com/alliancestats.php?allianceid=1595,45k active personnel,4 ships,Vietnam War surplus,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=gra,The High Council,$5311 million,alliancestats.php?allianceid=1595,Gran Colombia,,Somewhat Large,http://blocgame.com/rankings.php?subregion=gra,12984 km 2,http://blocgame.com/stats.php?id=56997,,,
Parz,Charles8,http://blocgame.com/alliancestats.php?allianceid=1595,16k active personnel,4 ships,Second World War surplus,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,The High Council,$5067 million,alliancestats.php?allianceid=1595,Mesopotamia,Depleted,Mediocre,http://blocgame.com/rankings.php?subregion=mes,31287 km 2,http://blocgame.com/stats.php?id=59868,2737 Mbbl,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 102 hours ago,rankings.php?subregion=mex,The High Council,$5300 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,20490 km 2,http://blocgame.com/stats.php?id=58997,,,
Shatmapants,Penguin,,34k active personnel,6 ships,Korean War surplus,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,,$4126 million,,Caribbean,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=car,24655 km 2,http://blocgame.com/stats.php?id=58425,,,
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,84k active personnel,9 ships,Second World War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$5134 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,,,
Kutlesh,Kutlesh,http://blocgame.com/alliancestats.php?allianceid=1382,11k active personnel,19 ships,Almost Modern,6 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$5081 million,alliancestats.php?allianceid=1382,Egypt,Near Depletion,None,http://blocgame.com/rankings.php?subregion=egy,49463 km 2,http://blocgame.com/stats.php?id=54847,,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,101k active personnel,2 ships,Almost Modern,7 factories,Standard,last online 22 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$5159 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,11 ships,Korean War surplus,14 factories,Good,last online 5 hours ago,rankings.php?subregion=sub,BAMF,$4781 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,78466 km 2,http://blocgame.com/stats.php?id=59516,540 Mbbl,,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,242k active personnel,25 ships,Vietnam War surplus,8 factories,Undisciplined Rabble,last online 4 hours ago,rankings.php?subregion=ama,The High Council,$4855 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36791 km 2,http://blocgame.com/stats.php?id=58731,80 Mbbl,,
