country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,70 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Elite,last online 33 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$26917 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,278k active personnel,71 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 8 hours ago,rankings.php?subregion=car,The Federal Colonies,$26408 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,385 Mbbl,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,270k active personnel,56 ships,Advanced,Gandhi-like,16 factories,Good,last online 20 hours ago,rankings.php?subregion=egy,BAMF,$25854 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,699k active personnel,84 ships,Advanced,Gandhi-like,40 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$25747 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,358 Mbbl,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,45 ships,Advanced,Gandhi-like,19 factories,Poor,last online 42 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$24854 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,339k active personnel,84 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Elite,last online 10 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$23523 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,15%
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,online now,rankings.php?subregion=pac,Brotherhood of Nod,$23480 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,416k active personnel,61 ships,Advanced,Angelic,19 factories,Good,last online 2 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$23335 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,56 ships,Advanced,Gandhi-like,15 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,The Federal Colonies,$22840 million,alliancestats.php?allianceid=1401,East Indies,,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,269k active personnel,43 ships,Advanced,Gandhi-like,11 factories,Good,last online 2 hours ago,rankings.php?subregion=mex,The Federal Colonies,$22509 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,198 Mbbl,45%
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,123k active personnel,45 ships,Almost Modern,Gandhi-like,8 factories,Standard,last online 19 hours ago,rankings.php?subregion=car,The Federal Colonies,$22444 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,519k active personnel,13 ships,Persian Gulf War surplus,Gandhi-like,24 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$22280 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,463 Mbbl,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$21809 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,Gandhi-like,8 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,The Federal Colonies,$21595 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,5%
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,243k active personnel,51 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=ama,The High Council,$21448 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Standard,last online 13 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20987 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,64 ships,Advanced,Gandhi-like,19 factories,Elite,last online 1 hours ago,rankings.php?subregion=ama,BAMF,$20737 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,34k active personnel,0 ships,Advanced,Angelic,13 factories,Elite,last online 10 hours ago,rankings.php?subregion=car,The Federal Colonies,$20656 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,278k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$20302 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,304k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Good,last online 37 hours ago,rankings.php?subregion=sub,BAMF,$20288 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,299k active personnel,12 ships,Advanced,Gandhi-like,14 factories,Good,online now,rankings.php?subregion=mes,Brotherhood of Nod,$20100 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,3245 Mbbl,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,544k active personnel,51 ships,Persian Gulf War surplus,Angelic,19 factories,Standard,last online 7 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$20021 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,359k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,online now,rankings.php?subregion=per,Brotherhood of Nod,$19816 million,alliancestats.php?allianceid=1580,Persia,,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,930 Mbbl,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,185k active personnel,32 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Good,last online 9 hours ago,rankings.php?subregion=ama,BAMF,$19723 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,498k active personnel,18 ships,Advanced,Gandhi-like,22 factories,Good,last online 1 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$19429 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,382k active personnel,55 ships,Advanced,Gandhi-like,15 factories,Good,last online 10 hours ago,rankings.php?subregion=per,Inter/pol/,$18747 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,3191 Mbbl,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,256k active personnel,52 ships,Advanced,Normal,18 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,BAMF,$18576 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=ara,94249 km 2,http://blocgame.com/stats.php?id=53748,,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,955k active personnel,71 ships,Advanced,Angelic,25 factories,Elite,last online 12 hours ago,rankings.php?subregion=egy,SPQR,$18491 million,alliancestats.php?allianceid=1835,Egypt,,Very Powerful,30 Tons,http://blocgame.com/rankings.php?subregion=egy,87815 km 2,http://blocgame.com/stats.php?id=49868,1877 Mbbl,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,149k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 17 hours ago,rankings.php?subregion=per,The Federal Colonies,$18343 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,429 Mbbl,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,38 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,BAMF,$18299 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,1289 Mbbl,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,237k active personnel,47 ships,Advanced,Good,20 factories,Poor,last online 1 hours ago,rankings.php?subregion=waf,The High Council,$18271 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,64 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 3 hours ago,rankings.php?subregion=per,The Federal Colonies,$17934 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,2 Tons,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 46 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$17866 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 33 hours ago,rankings.php?subregion=ara,BAMF,$17814 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,64 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$17642 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,278k active personnel,33 ships,Almost Modern,Gandhi-like,14 factories,Elite,last online 30 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17462 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 10 hours ago,rankings.php?subregion=chi,BAMF,$17453 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,330k active personnel,52 ships,Advanced,Gandhi-like,15 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17148 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,3171 Mbbl,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,170k active personnel,44 ships,Persian Gulf War surplus,Questionable,10 factories,Poor,last online 143 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$16675 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,598k active personnel,80 ships,Advanced,Angelic,15 factories,Good,last online 12 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16648 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,16 Tons,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,1866 Mbbl,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,43 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Standard,last online 7 hours ago,rankings.php?subregion=atl,BAMF,$16227 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,5%
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,359k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,BAMF,$16127 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,241k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,Wreckage brothers,$16087 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,258k active personnel,41 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 10 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15954 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,3409 Mbbl,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,16 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 20 hours ago,rankings.php?subregion=ara,BAMF,$15646 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,43797 km 2,http://blocgame.com/stats.php?id=39037,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,41 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 23 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$15610 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,316 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,232k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Standard,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$15592 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,269k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,online now,rankings.php?subregion=car,SPQR,$15447 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,124k active personnel,25 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 63 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15434 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=eaf,35048 km 2,http://blocgame.com/stats.php?id=49249,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,223k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 26 hours ago,rankings.php?subregion=per,Inter/pol/,$15403 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,329k active personnel,68 ships,Advanced,Gandhi-like,14 factories,Good,last online 15 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15299 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ara,41039 km 2,http://blocgame.com/stats.php?id=52844,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,269k active personnel,32 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15270 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,111k active personnel,31 ships,Almost Modern,Gandhi-like,11 factories,Elite,last online 19 hours ago,rankings.php?subregion=car,Wreckage brothers,$15151 million,alliancestats.php?allianceid=1599,Caribbean,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,53756 km 2,http://blocgame.com/stats.php?id=40242,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,250k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,online now,rankings.php?subregion=chi,The High Council,$15118 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,35%
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,20 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 16 hours ago,rankings.php?subregion=ara,BAMF,$15088 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,2 Tons,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,3240 Mbbl,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,279k active personnel,50 ships,Persian Gulf War surplus,Questionable,17 factories,Standard,online now,rankings.php?subregion=chi,Brotherhood of Nod,$14995 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14735 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,
Best Istan,Glorious Leader,http://blocgame.com/alliancestats.php?allianceid=1568,50k active personnel,1 ships,Almost Modern,Questionable,3 factories,Good,last online 129 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$14722 million,alliancestats.php?allianceid=1568,China,Untapped,Large,,http://blocgame.com/rankings.php?subregion=chi,10798 km 2,http://blocgame.com/stats.php?id=40577,,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=1568,248k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Elite,last online 59 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$14562 million,alliancestats.php?allianceid=1568,Egypt,,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,34351 km 2,http://blocgame.com/stats.php?id=41247,2658 Mbbl,
