country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,327k active personnel,56 ships,Advanced,16 factories,Elite,last online 3 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$23448 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,228k active personnel,71 ships,Persian Gulf War surplus,14 factories,Standard,last online 1 hours ago,rankings.php?subregion=car,The Federal Colonies,$23365 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,736k active personnel,55 ships,Advanced,21 factories,Elite,last online 7 hours ago,rankings.php?subregion=egy,SPQR,$23084 million,alliancestats.php?allianceid=1835,Egypt,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,64 ships,Persian Gulf War surplus,15 factories,Elite,last online 23 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$22916 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,14 factories,Elite,online now,rankings.php?subregion=con,Brotherhood of Zion,$22814 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1835,240k active personnel,45 ships,Persian Gulf War surplus,15 factories,Elite,last online 16 hours ago,rankings.php?subregion=egy,SPQR,$22474 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,2439 Mbbl,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,249k active personnel,76 ships,Almost Modern,14 factories,Elite,last online 5 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$22106 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,10%
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,51 ships,Persian Gulf War surplus,19 factories,Elite,online now,rankings.php?subregion=ama,BAMF,$21930 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,34 ships,Advanced,12 factories,Elite,online now,rankings.php?subregion=chi,BAMF,$21552 million,alliancestats.php?allianceid=1393,China,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,344k active personnel,49 ships,Advanced,15 factories,Good,last online 10 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$21272 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,47249 km 2,http://blocgame.com/stats.php?id=40270,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,43 ships,Advanced,18 factories,Standard,last online 15 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$21123 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Good,last online 6 hours ago,rankings.php?subregion=ama,The High Council,$20656 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Good,last online 5 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20636 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,30 Mbbl,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,606k active personnel,73 ships,Advanced,35 factories,Good,online now,rankings.php?subregion=chi,Brotherhood of Zion,$19643 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=chi,119772 km 2,http://blocgame.com/stats.php?id=47945,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,26 ships,Persian Gulf War surplus,12 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$20629 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,458k active personnel,13 ships,Persian Gulf War surplus,20 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,BAMF,$20468 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,305k active personnel,51 ships,Persian Gulf War surplus,16 factories,Standard,last online 14 hours ago,rankings.php?subregion=sub,BAMF,$20304 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,52 ships,Advanced,12 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,The Federal Colonies,$19740 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,29 ships,Advanced,11 factories,Good,last online 4 hours ago,rankings.php?subregion=mex,The Federal Colonies,$19662 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,35%
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,248k active personnel,51 ships,Persian Gulf War surplus,11 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$19346 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,109k active personnel,42 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$19265 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,The Federal Colonies,$18523 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,294 Mbbl,5%
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,6 ships,Almost Modern,17 factories,Good,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$17579 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,458k active personnel,18 ships,Persian Gulf War surplus,20 factories,Standard,last online 5 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17392 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$17340 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,390k active personnel,65 ships,Advanced,15 factories,Elite,last online 12 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17099 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,24 Tons,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,167k active personnel,25 ships,Persian Gulf War surplus,8 factories,Standard,last online 15 hours ago,rankings.php?subregion=ama,BAMF,$16864 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1835,196k active personnel,56 ships,Advanced,19 factories,Elite,online now,rankings.php?subregion=waf,SPQR,$16592 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,291k active personnel,38 ships,Persian Gulf War surplus,12 factories,Elite,last online 70 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15610 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,61438 km 2,http://blocgame.com/stats.php?id=35958,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,237k active personnel,25 ships,Persian Gulf War surplus,11 factories,Standard,last online 15 hours ago,rankings.php?subregion=mes,BAMF,$16478 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,48 ships,Persian Gulf War surplus,9 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$16482 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,138k active personnel,0 ships,Advanced,13 factories,Poor,last online 13 hours ago,rankings.php?subregion=car,The Federal Colonies,$16435 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45979 km 2,http://blocgame.com/stats.php?id=44573,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,248k active personnel,51 ships,Advanced,14 factories,Standard,last online 26 hours ago,rankings.php?subregion=ara,BAMF,$16313 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,93110 km 2,http://blocgame.com/stats.php?id=53748,3225 Mbbl,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,25k active personnel,17 ships,Almost Modern,10 factories,Good,last online 48 hours ago,rankings.php?subregion=car,Wreckage brothers,$16026 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,56729 km 2,http://blocgame.com/stats.php?id=40242,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,25 ships,Persian Gulf War surplus,16 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15952 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,54 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$15681 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,375 Mbbl,
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1594,285k active personnel,35 ships,Persian Gulf War surplus,21 factories,Elite,last online 2 hours ago,rankings.php?subregion=egy,The Cartel,$15688 million,alliancestats.php?allianceid=1594,Egypt,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,82273 km 2,http://blocgame.com/stats.php?id=42299,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,195k active personnel,51 ships,Persian Gulf War surplus,15 factories,Good,online now,rankings.php?subregion=ind,The High Council,$15511 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=ind,61992 km 2,http://blocgame.com/stats.php?id=40238,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,43 ships,Persian Gulf War surplus,14 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$15388 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,50 ships,Persian Gulf War surplus,5 factories,Elite,last online 27 hours ago,rankings.php?subregion=con,BAMF,$15218 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,The Federal Colonies,$15156 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,34 ships,Almost Modern,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$15112 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,34 ships,Persian Gulf War surplus,10 factories,Good,last online 114 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$15084 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,467 Mbbl,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,209k active personnel,13 ships,Persian Gulf War surplus,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$15039 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,2405 Mbbl,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,226k active personnel,28 ships,Persian Gulf War surplus,11 factories,Standard,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$15037 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,435 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,155k active personnel,22 ships,Persian Gulf War surplus,7 factories,Good,last online 44 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14961 million,alliancestats.php?allianceid=1644,East Africa,Near Depletion,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,118k active personnel,31 ships,Persian Gulf War surplus,9 factories,Elite,last online 23 hours ago,rankings.php?subregion=ara,BAMF,$15002 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,8320 Mbbl,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,45 ships,Persian Gulf War surplus,16 factories,Elite,last online 90 hours ago,rankings.php?subregion=ara,BAMF,$14810 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,3400 Mbbl,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,272k active personnel,12 ships,Persian Gulf War surplus,12 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14746 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,58351 km 2,http://blocgame.com/stats.php?id=56860,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,286k active personnel,51 ships,Advanced,13 factories,Standard,last online 18 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14588 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,3132 Mbbl,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,1k active personnel,32 ships,Advanced,12 factories,Undisciplined Rabble,last online 12 hours ago,rankings.php?subregion=atl,Wreckage brothers,$14478 million,alliancestats.php?allianceid=1599,Atlas,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=atl,62308 km 2,http://blocgame.com/stats.php?id=53422,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,242k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,SPQR,$14437 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,259k active personnel,42 ships,Advanced,14 factories,Good,last online 7 hours ago,rankings.php?subregion=per,Inter/pol/,$14368 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,83239 km 2,http://blocgame.com/stats.php?id=54220,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,194k active personnel,54 ships,Persian Gulf War surplus,12 factories,Good,last online 4 hours ago,rankings.php?subregion=per,The Federal Colonies,$14393 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,2403 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 22 hours ago,rankings.php?subregion=pac,BAMF,$14155 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,196k active personnel,22 ships,Almost Modern,8 factories,Elite,last online 17 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13923 million,alliancestats.php?allianceid=1568,Southern Cone,,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,222k active personnel,22 ships,Advanced,8 factories,Good,last online 5 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13874 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,2622 Mbbl,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,376k active personnel,38 ships,Persian Gulf War surplus,12 factories,Standard,last online 1 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13747 million,alliancestats.php?allianceid=1599,Mesoamerica,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Good,last online 24 hours ago,rankings.php?subregion=atl,BAMF,$13674 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,3163 Mbbl,5%
Bear Country,Kowalski,http://blocgame.com/alliancestats.php?allianceid=1580,73k active personnel,5 ships,Second World War surplus,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$13645 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=per,22521 km 2,http://blocgame.com/stats.php?id=54578,3033 Mbbl,
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,197k active personnel,32 ships,Persian Gulf War surplus,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13578 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,5%
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,142k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 15 hours ago,rankings.php?subregion=ind,Wreckage brothers,$13511 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,
