country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,239k active personnel,66 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=ama,The High Council,$21692 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,2 Tons,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,201k active personnel,38 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,last online 8 hours ago,rankings.php?subregion=ama,BAMF,$21265 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,314k active personnel,12 ships,Advanced,Gandhi-like,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$21152 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,1295 Mbbl,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,419k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Poor,last online 25 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$21100 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,309k active personnel,54 ships,Advanced,Gandhi-like,19 factories,Elite,last online 5 hours ago,rankings.php?subregion=ama,BAMF,$20408 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,105627 km 2,http://blocgame.com/stats.php?id=45527,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,459k active personnel,37 ships,Advanced,Gandhi-like,21 factories,Elite,last online 11 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$20292 million,alliancestats.php?allianceid=1580,Persia,,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,1952 Mbbl,1 Tons,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,222k active personnel,47 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,The Federal Colonies,$20211 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35248 km 2,http://blocgame.com/stats.php?id=48914,3634 Mbbl,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,229k active personnel,60 ships,Advanced,Angelic,20 factories,Undisciplined Rabble,last online 4 hours ago,rankings.php?subregion=waf,The High Council,$20068 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,211k active personnel,35 ships,Persian Gulf War surplus,Questionable,15 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,The High Council,$19998 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,49825 km 2,http://blocgame.com/stats.php?id=44539,42 Mbbl,,40%
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,498k active personnel,18 ships,Advanced,Gandhi-like,24 factories,Elite,last online 10 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$19939 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,2034 Mbbl,1 Tons,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,66 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 9 hours ago,rankings.php?subregion=per,The Federal Colonies,$19827 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,2 Tons,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 20 hours ago,rankings.php?subregion=ara,BAMF,$19359 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,BAMF,$19273 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,821 Mbbl,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,BAMF,$18973 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,278k active personnel,35 ships,Almost Modern,Gandhi-like,14 factories,Good,last online 27 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$18889 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,71 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,BAMF,$18661 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,381k active personnel,55 ships,Advanced,Gandhi-like,15 factories,Elite,last online 15 hours ago,rankings.php?subregion=per,Inter/pol/,$18446 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,1475 Mbbl,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,576k active personnel,85 ships,Advanced,Gandhi-like,17 factories,Good,online now,rankings.php?subregion=per,Brotherhood of Nod,$18192 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,132456 km 2,http://blocgame.com/stats.php?id=52362,1750 Mbbl,14 Tons,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,370k active personnel,58 ships,Advanced,Gandhi-like,15 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17962 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,64179 km 2,http://blocgame.com/stats.php?id=7511,2131 Mbbl,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,46 ships,Advanced,Gandhi-like,6 factories,Elite,last online 44 hours ago,rankings.php?subregion=atl,BAMF,$17631 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,,5%
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,315k active personnel,55 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Good,last online 19 hours ago,rankings.php?subregion=ara,Wreckage brothers,$17269 million,alliancestats.php?allianceid=1599,Arabia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,278k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 23 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$16774 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,2109 Mbbl,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,243k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,Inter/pol/,$16673 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,170k active personnel,47 ships,Persian Gulf War surplus,Good,10 factories,Standard,last online 15 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$16656 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,,,
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,40 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Good,last online 17 hours ago,rankings.php?subregion=ara,BAMF,$16642 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,2590 Mbbl,,
Peach,Tanaille,http://blocgame.com/alliancestats.php?allianceid=1393,427k active personnel,64 ships,Advanced,Gandhi-like,21 factories,Good,last online 7 hours ago,rankings.php?subregion=mes,BAMF,$16542 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,138270 km 2,http://blocgame.com/stats.php?id=54825,3498 Mbbl,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,278k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Standard,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$16424 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,242k active personnel,38 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,Wreckage brothers,$16278 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,53756 km 2,http://blocgame.com/stats.php?id=40242,,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,393k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,17 factories,Good,last online 12 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$16252 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,174k active personnel,51 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 10 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$16218 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37866 km 2,http://blocgame.com/stats.php?id=52275,,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 105 hours ago,rankings.php?subregion=ara,BAMF,$16154 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,43797 km 2,http://blocgame.com/stats.php?id=39037,,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,426k active personnel,51 ships,Advanced,Good,19 factories,Poor,online now,rankings.php?subregion=con,Brotherhood of Zion,$15934 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,359k active personnel,54 ships,Advanced,Gandhi-like,17 factories,Elite,last online 53 hours ago,rankings.php?subregion=ara,BAMF,$15873 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,,
Markovia,RDM HC,http://blocgame.com/alliancestats.php?allianceid=1401,228k active personnel,31 ships,Almost Modern,Gandhi-like,9 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$15365 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,38053 km 2,http://blocgame.com/stats.php?id=58369,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,366k active personnel,68 ships,Advanced,Gandhi-like,14 factories,Standard,last online 20 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15305 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41234 km 2,http://blocgame.com/stats.php?id=52844,,1 Tons,
The Deserted,Kamakazi Sunshine,http://blocgame.com/alliancestats.php?allianceid=1568,402k active personnel,81 ships,Advanced,Gandhi-like,22 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$15214 million,alliancestats.php?allianceid=1568,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,137053 km 2,http://blocgame.com/stats.php?id=40459,543 Mbbl,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,225k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Standard,last online 5 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15150 million,alliancestats.php?allianceid=1599,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
TheDesertFox,DesertFox,http://blocgame.com/alliancestats.php?allianceid=1393,278k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Standard,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$15000 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53252 km 2,http://blocgame.com/stats.php?id=52368,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,9k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 91 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$14955 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=con,41837 km 2,http://blocgame.com/stats.php?id=40579,,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,45 ships,Advanced,Gandhi-like,8 factories,Good,last online 12 hours ago,rankings.php?subregion=mes,The Federal Colonies,$14940 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,,2 Tons,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,138k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14936 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Paulandia,Cem Uzan,http://blocgame.com/alliancestats.php?allianceid=1568,439k active personnel,29 ships,Advanced,Gandhi-like,21 factories,Standard,last online 17 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$14877 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,151889 km 2,http://blocgame.com/stats.php?id=55379,,,
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1393,164k active personnel,25 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 14 hours ago,rankings.php?subregion=sea,BAMF,$14836 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26582 km 2,http://blocgame.com/stats.php?id=48188,,,
Arina,Hakir,http://blocgame.com/alliancestats.php?allianceid=1644,149k active personnel,27 ships,Almost Modern,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=ama,Inter/pol/,$14795 million,alliancestats.php?allianceid=1644,Amazonia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,33220 km 2,http://blocgame.com/stats.php?id=54480,,,
