country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,93k active personnel,5 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=saf,Inter/pol/,$5336 million,alliancestats.php?allianceid=1644,Southern Africa,,Large,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,,46 Mbbl,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,38k active personnel,-1 ships,Korean War surplus,Angelic,3 factories,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=sub,The Triad,$5303 million,alliancestats.php?allianceid=1875,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,7134 km 2,http://blocgame.com/stats.php?id=5261,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,411k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,last online 11 hours ago,rankings.php?subregion=egy,Inter/pol/,$5282 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,83222 km 2,http://blocgame.com/stats.php?id=58158,,,
FallenTrees,GhostAleII,http://blocgame.com/alliancestats.php?allianceid=1382,5k active personnel,5 ships,Korean War surplus,Questionable,4 factories,Elite,last online 18 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$5192 million,alliancestats.php?allianceid=1382,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,28841 km 2,http://blocgame.com/stats.php?id=59160,,,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,89k active personnel,13 ships,Korean War surplus,Normal,4 factories,Elite,last online 57 hours ago,rankings.php?subregion=gui,The High Council,$5155 million,alliancestats.php?allianceid=1595,Guinea,Depleted,Large,http://blocgame.com/rankings.php?subregion=gui,32705 km 2,http://blocgame.com/stats.php?id=59107,,37 Mbbl,
Masterton East,Natedogg,http://blocgame.com/alliancestats.php?allianceid=1644,119k active personnel,16 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 55 hours ago,rankings.php?subregion=pac,Inter/pol/,$5145 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,19433 km 2,http://blocgame.com/stats.php?id=58225,,,
new aussie land,benj,,5k active personnel,3 ships,Korean War surplus,Questionable,3 factories,Poor,last online 117 hours ago,rankings.php?subregion=car,,$5111 million,,Caribbean,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=car,5173 km 2,http://blocgame.com/stats.php?id=52750,,,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,99k active personnel,51 ships,Almost Modern,Angelic,11 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$5089 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,8k active personnel,18 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 108 hours ago,rankings.php?subregion=chi,BAMF,$5077 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,20485 km 2,http://blocgame.com/stats.php?id=58264,,,
Central Island,The Dealer,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 55 hours ago,rankings.php?subregion=pac,Inter/pol/,$5019 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28767 km 2,http://blocgame.com/stats.php?id=59154,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,275k active personnel,15 ships,Almost Modern,Normal,4 factories,Good,last online 175 hours ago,rankings.php?subregion=per,Wreckage brothers,$5010 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,10k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 79 hours ago,rankings.php?subregion=mex,The Federal Colonies,$4995 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,22664 km 2,http://blocgame.com/stats.php?id=59585,,248 Mbbl,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,223k active personnel,23 ships,Vietnam War surplus,Gandhi-like,8 factories,Standard,last online 10 hours ago,rankings.php?subregion=ama,The High Council,$4994 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ama,37856 km 2,http://blocgame.com/stats.php?id=58731,,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,12 ships,Vietnam War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,The High Council,$4978 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,,5774 Mbbl,
Pr0 Gamers,Bruce Wayne,http://blocgame.com/alliancestats.php?allianceid=1835,38k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 41 hours ago,rankings.php?subregion=pac,SPQR,$4949 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,9174 km 2,http://blocgame.com/stats.php?id=59051,,,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,164k active personnel,15 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 24 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4943 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,39985 km 2,http://blocgame.com/stats.php?id=58260,,3705 Mbbl,
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,129k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 5 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$4927 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,31087 km 2,http://blocgame.com/stats.php?id=56890,,3893 Mbbl,
CIRD,John Wayne Gasey,,3k active personnel,30 ships,Persian Gulf War surplus,Questionable,6 factories,Poor,last online 177 hours ago,rankings.php?subregion=ara,,$4924 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,34242 km 2,http://blocgame.com/stats.php?id=51022,,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,Normal,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,The High Council,$4915 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,65k active personnel,1 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,rankings.php?subregion=con,BAMF,$4853 million,alliancestats.php?allianceid=1393,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,32130 km 2,http://blocgame.com/stats.php?id=58457,,,
Providia,Floriano Destiquo,http://blocgame.com/alliancestats.php?allianceid=1704,0k active personnel,0 ships,Vietnam War surplus,Questionable,3 factories,Undisciplined Rabble,last online 31 hours ago,rankings.php?subregion=car,Kekolutionaries,$4852 million,alliancestats.php?allianceid=1704,Caribbean,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=car,5072 km 2,http://blocgame.com/stats.php?id=53115,,,
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,105k active personnel,10 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,BAMF,$4812 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,,,
New-Zimbabwe,Robert Cupabe,http://blocgame.com/alliancestats.php?allianceid=1393,113k active personnel,0 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 76 hours ago,rankings.php?subregion=eaf,BAMF,$4787 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=eaf,38712 km 2,http://blocgame.com/stats.php?id=60059,,1331 Mbbl,
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=1393,100k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 5 hours ago,rankings.php?subregion=mes,BAMF,$4785 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,28504 km 2,http://blocgame.com/stats.php?id=59571,,1639 Mbbl,
Vulcanus,kappa123,http://blocgame.com/alliancestats.php?allianceid=1393,7k active personnel,18 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 138 hours ago,rankings.php?subregion=ara,BAMF,$4704 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,22126 km 2,http://blocgame.com/stats.php?id=59636,,2665 Mbbl,
Argos,Arkadios,http://blocgame.com/alliancestats.php?allianceid=1382,26k active personnel,7 ships,Almost Modern,Gandhi-like,3 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=chi,Non-Aligned Movement,$4698 million,alliancestats.php?allianceid=1382,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,54311 km 2,http://blocgame.com/stats.php?id=43443,,,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,67k active personnel,11 ships,Korean War surplus,Good,5 factories,Standard,last online 10 hours ago,rankings.php?subregion=sub,Inter/pol/,$4684 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,36304 km 2,http://blocgame.com/stats.php?id=58443,1 Tons,,
Sariis,Bavilin,http://blocgame.com/alliancestats.php?allianceid=1595,79k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 10 hours ago,rankings.php?subregion=atl,The High Council,$4654 million,alliancestats.php?allianceid=1595,Atlas,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=atl,28339 km 2,http://blocgame.com/stats.php?id=60186,,6776 Mbbl,5%
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1418,128k active personnel,12 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,online now,rankings.php?subregion=ind,Asian Alliance,$4650 million,alliancestats.php?allianceid=1418,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,36835 km 2,http://blocgame.com/stats.php?id=58135,,,
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,37k active personnel,8 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$4613 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,17040 km 2,http://blocgame.com/stats.php?id=59377,,,
SingSong,Anthem La La,http://blocgame.com/alliancestats.php?allianceid=1644,57k active personnel,10 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 17 hours ago,rankings.php?subregion=pac,Inter/pol/,$4582 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,27578 km 2,http://blocgame.com/stats.php?id=59602,,293 Mbbl,20%
Daphnestan,Daoapin,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,5 ships,Korean War surplus,Angelic,5 factories,Good,last online 32 hours ago,rankings.php?subregion=ind,The High Council,$4561 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,None,http://blocgame.com/rankings.php?subregion=ind,39009 km 2,http://blocgame.com/stats.php?id=59475,,,
HiredGun,FreeCharge,http://blocgame.com/alliancestats.php?allianceid=1599,334k active personnel,62 ships,Advanced,Gandhi-like,14 factories,Elite,last online 6 hours ago,rankings.php?subregion=egy,Wreckage brothers,$4543 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,84744 km 2,http://blocgame.com/stats.php?id=53353,,,
Geli Kurd,Rando,http://blocgame.com/alliancestats.php?allianceid=1568,208k active personnel,31 ships,Advanced,Gandhi-like,9 factories,Elite,last online 5 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$4520 million,alliancestats.php?allianceid=1568,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,80630 km 2,http://blocgame.com/stats.php?id=47768,,5952 Mbbl,
Homo Mono,Homo Mono,http://blocgame.com/alliancestats.php?allianceid=1580,128k active personnel,11 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 5 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4510 million,alliancestats.php?allianceid=1580,Arabia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ara,34476 km 2,http://blocgame.com/stats.php?id=59108,,7166 Mbbl,
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1875,58k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=pac,The Triad,$4468 million,alliancestats.php?allianceid=1875,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,38139 km 2,http://blocgame.com/stats.php?id=59917,,,
PrilEp,Dado32,http://blocgame.com/alliancestats.php?allianceid=1382,9k active personnel,0 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 153 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$4423 million,alliancestats.php?allianceid=1382,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,19984 km 2,http://blocgame.com/stats.php?id=55822,,6511 Mbbl,
Great Manasa,Haus Omana,http://blocgame.com/alliancestats.php?allianceid=1644,87k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 23 hours ago,rankings.php?subregion=mes,Inter/pol/,$4420 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,17545 km 2,http://blocgame.com/stats.php?id=58697,,,
eQna8,Dave_Smith,http://blocgame.com/alliancestats.php?allianceid=1393,149k active personnel,51 ships,Almost Modern,Gandhi-like,16 factories,Elite,online now,rankings.php?subregion=congo,BAMF,$4411 million,alliancestats.php?allianceid=1393,Congo,,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,113791 km 2,http://blocgame.com/stats.php?id=48695,,839 Mbbl,
Thermonia,Aluminothermic,http://blocgame.com/alliancestats.php?allianceid=1644,170k active personnel,12 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,Inter/pol/,$4361 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,22964 km 2,http://blocgame.com/stats.php?id=53567,,,
Republic Dank,Dank de von Psstoyeur,http://blocgame.com/alliancestats.php?allianceid=1580,117k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4314 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,15738 km 2,http://blocgame.com/stats.php?id=58562,,,
Rica Puerto,Juan James Carter,http://blocgame.com/alliancestats.php?allianceid=1382,41k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 125 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$4211 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=car,19656 km 2,http://blocgame.com/stats.php?id=58990,,,
Sepidajistan,Shah Squid,http://blocgame.com/alliancestats.php?allianceid=1382,105k active personnel,6 ships,Korean War surplus,Isolated,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$4202 million,alliancestats.php?allianceid=1382,Atlas,,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,12070 km 2,http://blocgame.com/stats.php?id=59462,,,
Islas Filipinas,Narciso Claveria y Zaldua,http://blocgame.com/alliancestats.php?allianceid=1576,38k active personnel,0 ships,Vietnam War surplus,Normal,2 factories,Good,online now,rankings.php?subregion=ind,The Last Phoenix,$4190 million,alliancestats.php?allianceid=1576,East Indies,,Powerful,http://blocgame.com/rankings.php?subregion=ind,4553 km 2,http://blocgame.com/stats.php?id=48601,,,
al-Bahrayn,dbdb,http://blocgame.com/alliancestats.php?allianceid=1835,9k active personnel,15 ships,Korean War surplus,Questionable,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,SPQR,$4185 million,alliancestats.php?allianceid=1835,Mesopotamia,,None,http://blocgame.com/rankings.php?subregion=mes,19223 km 2,http://blocgame.com/stats.php?id=59775,,2227 Mbbl,
Classia,Classic,http://blocgame.com/alliancestats.php?allianceid=1935,120k active personnel,13 ships,Second World War surplus,Questionable,6 factories,Good,last online 4 hours ago,rankings.php?subregion=atl,O.P.E.N.,$4168 million,alliancestats.php?allianceid=1935,Atlas,Depleted,Large,http://blocgame.com/rankings.php?subregion=atl,40438 km 2,http://blocgame.com/stats.php?id=60261,,,
Horgrif,roxim teaga,http://blocgame.com/alliancestats.php?allianceid=1568,73k active personnel,0 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 47 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$4139 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,24126 km 2,http://blocgame.com/stats.php?id=55571,,287 Mbbl,
PonyPenetrators,PonyPenetrator,http://blocgame.com/alliancestats.php?allianceid=1810,174k active personnel,26 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,EUN,$4129 million,alliancestats.php?allianceid=1810,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,16111 km 2,http://blocgame.com/stats.php?id=52348,,,
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,105k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=mes,The High Council,$4054 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,32574 km 2,http://blocgame.com/stats.php?id=60019,,,5%
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=1644,5k active personnel,23 ships,Almost Modern,Normal,3 factories,Undisciplined Rabble,last online 73 hours ago,rankings.php?subregion=mes,Inter/pol/,$4052 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,3965 km 2,http://blocgame.com/stats.php?id=48611,,,
Ralu,Ramar,http://blocgame.com/alliancestats.php?allianceid=1595,22k active personnel,4 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 27 hours ago,rankings.php?subregion=ama,The High Council,$4050 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ama,29444 km 2,http://blocgame.com/stats.php?id=59527,,,
Jakobstan,Jakublius Enklius,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,Second World War surplus,Good,3 factories,Elite,online now,rankings.php?subregion=congo,The High Council,$4033 million,alliancestats.php?allianceid=1595,Congo,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=congo,21783 km 2,http://blocgame.com/stats.php?id=59396,,,
Tunisia(tunis),RayanToumi,http://blocgame.com/alliancestats.php?allianceid=1599,51k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 8 hours ago,rankings.php?subregion=atl,Wreckage brothers,$3975 million,alliancestats.php?allianceid=1599,Atlas,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=atl,15012 km 2,http://blocgame.com/stats.php?id=59055,,,
N'vear,Czar Jakola,http://blocgame.com/alliancestats.php?allianceid=1401,9k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 102 hours ago,rankings.php?subregion=car,The Federal Colonies,$3944 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,9360 km 2,http://blocgame.com/stats.php?id=51690,,388 Mbbl,
Desert Fox,schmitzz,http://blocgame.com/alliancestats.php?allianceid=1644,259k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,Inter/pol/,$3935 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,53143 km 2,http://blocgame.com/stats.php?id=56662,,,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,141k active personnel,9 ships,Almost Modern,Normal,4 factories,Elite,last online 7 hours ago,rankings.php?subregion=gra,BAMF,$3930 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,44876 km 2,http://blocgame.com/stats.php?id=42065,,,5%
New Canaan,Joshua Graham,http://blocgame.com/alliancestats.php?allianceid=1595,61k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 5 hours ago,rankings.php?subregion=mes,The High Council,$3896 million,alliancestats.php?allianceid=1595,Mesopotamia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,29321 km 2,http://blocgame.com/stats.php?id=59416,,,
Al Shab,Zanian,http://blocgame.com/alliancestats.php?allianceid=1599,7k active personnel,11 ships,Second World War surplus,Gandhi-like,5 factories,Undisciplined Rabble,last online 101 hours ago,rankings.php?subregion=ara,Wreckage brothers,$3885 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,24575 km 2,http://blocgame.com/stats.php?id=60037,,7472 Mbbl,
Kozakura,Tenrai,http://blocgame.com/alliancestats.php?allianceid=1595,44k active personnel,1 ships,Second World War surplus,Good,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,The High Council,$3877 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=pac,30163 km 2,http://blocgame.com/stats.php?id=48894,,,
Syphirious,Doxal,http://blocgame.com/alliancestats.php?allianceid=1644,26k active personnel,5 ships,Korean War surplus,Angelic,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,Inter/pol/,$3818 million,alliancestats.php?allianceid=1644,Mesopotamia,,Mediocre,http://blocgame.com/rankings.php?subregion=mes,33732 km 2,http://blocgame.com/stats.php?id=59670,,,
Peopleoil,newname,http://blocgame.com/alliancestats.php?allianceid=1595,159k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 28 hours ago,rankings.php?subregion=egy,The High Council,$3807 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=egy,37679 km 2,http://blocgame.com/stats.php?id=59041,,,
Yazu,Goobi,http://blocgame.com/alliancestats.php?allianceid=1568,359k active personnel,27 ships,Advanced,Gandhi-like,7 factories,Elite,last online 20 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$3796 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,97270 km 2,http://blocgame.com/stats.php?id=46519,,7712 Mbbl,
Jarhead,Jarhead99,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 47 hours ago,rankings.php?subregion=ama,The High Council,$3779 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=59874,,,5%
Violent Vegans,SnakeBombs,http://blocgame.com/alliancestats.php?allianceid=1583,242k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Standard,last online 23 hours ago,rankings.php?subregion=ama,The New Vegan Empire,$3773 million,alliancestats.php?allianceid=1583,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,69553 km 2,http://blocgame.com/stats.php?id=48869,,,
Conferan,Cryptox,http://blocgame.com/alliancestats.php?allianceid=1595,190k active personnel,22 ships,Almost Modern,Gandhi-like,6 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,The High Council,$3757 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20537 km 2,http://blocgame.com/stats.php?id=56710,,,
Jeldestia,VinnieVlad,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 47 hours ago,rankings.php?subregion=ind,The High Council,$3727 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,25442 km 2,http://blocgame.com/stats.php?id=58355,,,
Planeptune,Nep-Nep,http://blocgame.com/alliancestats.php?allianceid=1599,170k active personnel,35 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Wreckage brothers,$3705 million,alliancestats.php?allianceid=1599,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,18922 km 2,http://blocgame.com/stats.php?id=55590,1 Tons,,
Woschia,Lukaj,http://blocgame.com/alliancestats.php?allianceid=1382,13k active personnel,0 ships,Korean War surplus,Good,None,Standard,last online 175 hours ago,rankings.php?subregion=ara,Non-Aligned Movement,$3664 million,alliancestats.php?allianceid=1382,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,4381 km 2,http://blocgame.com/stats.php?id=55872,,,
Kikkomen,general_tso_chiken,http://blocgame.com/alliancestats.php?allianceid=1599,111k active personnel,7 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 12 hours ago,rankings.php?subregion=pac,Wreckage brothers,$3652 million,alliancestats.php?allianceid=1599,Pacific Rim,,Large,http://blocgame.com/rankings.php?subregion=pac,8836 km 2,http://blocgame.com/stats.php?id=53662,,,
Birgland,snesiscool,,7k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 16 hours ago,rankings.php?subregion=mex,,$3647 million,,Mesoamerica,Plentiful,None,http://blocgame.com/rankings.php?subregion=mex,13077 km 2,http://blocgame.com/stats.php?id=58700,,,
Storm,StormFire,http://blocgame.com/alliancestats.php?allianceid=1595,115k active personnel,15 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 28 hours ago,rankings.php?subregion=atl,The High Council,$3643 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=atl,31849 km 2,http://blocgame.com/stats.php?id=60401,,,
