country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,279k active personnel,70 ships,Advanced,17 factories,Good,last online 12 hours ago,rankings.php?subregion=egy,BAMF,$29714 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,47621 km 2,http://blocgame.com/stats.php?id=49204,,2 Tons,,Gandhi-like,25 Hundred Tons per month,35 Mbbl per month
Fapman,Fapman,,4k active personnel,40 ships,Advanced,18 factories,Good,last online 364 hours ago,rankings.php?subregion=ara,,$22613 million,,Arabia,Plentiful,None,http://blocgame.com/rankings.php?subregion=ara,89990 km 2,http://blocgame.com/stats.php?id=53748,,,,Normal,41 Hundred Tons per month,147 Mbbl per month
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,304k active personnel,55 ships,Advanced,20 factories,Elite,last online 15 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$29073 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons,,Gandhi-like,39 Hundred Tons per month,18 Mbbl per month
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,1024k active personnel,100 ships,Advanced,45 factories,Good,last online 5 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$31134 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,143334 km 2,http://blocgame.com/stats.php?id=47945,207 Mbbl,6 Tons,,Gandhi-like,150 Hundred Tons per month,5 Mbbl per month
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,44 ships,Advanced,12 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$26558 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,,Gandhi-like,32 Hundred Tons per month,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,359k active personnel,71 ships,Advanced,15 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,The Federal Colonies,$25385 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,,Gandhi-like,25 Hundred Tons per month,5 Mbbl per month
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Persian Gulf War surplus,24 factories,Standard,last online 5 hours ago,rankings.php?subregion=chi,BAMF,$27094 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,,Gandhi-like,30 Hundred Tons per month,10 Mbbl per month
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,54 ships,Advanced,12 factories,Elite,last online 10 hours ago,rankings.php?subregion=mex,The Federal Colonies,$25037 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,,45%,Gandhi-like,18 Hundred Tons per month,7 Mbbl per month
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,462k active personnel,63 ships,Advanced,21 factories,Good,last online 1 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$24409 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,,Gandhi-like,86 Hundred Tons per month,21 Mbbl per month
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,The Federal Colonies,$25364 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,,,Gandhi-like,11 Hundred Tons per month,10 Mbbl per month
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,115k active personnel,44 ships,Persian Gulf War surplus,10 factories,Elite,last online 12 hours ago,rankings.php?subregion=car,The Federal Colonies,$24921 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23475 km 2,http://blocgame.com/stats.php?id=45853,,,,Gandhi-like,10 Hundred Tons per month,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,518k active personnel,13 ships,Persian Gulf War surplus,25 factories,Poor,last online 5 hours ago,rankings.php?subregion=chi,BAMF,$23772 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,121 Mbbl,,,Gandhi-like,78 Hundred Tons per month,6 Mbbl per month
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,194k active personnel,0 ships,Advanced,15 factories,Standard,last online 33 hours ago,rankings.php?subregion=car,The Federal Colonies,$24758 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,,,Gandhi-like,70 Hundred Tons per month,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,349k active personnel,93 ships,Persian Gulf War surplus,16 factories,Elite,last online 3 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$22551 million,alliancestats.php?allianceid=1568,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,,15%,Gandhi-like,150 Hundred Tons per month,10 Mbbl per month
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,71 ships,Advanced,15 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$23246 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,,Gandhi-like,24 Hundred Tons per month,7 Mbbl per month
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,238k active personnel,71 ships,Almost Modern,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=ama,The High Council,$22502 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,2 Tons,,Gandhi-like,30 Hundred Tons per month,9 Mbbl per month
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,221k active personnel,40 ships,Advanced,11 factories,Good,last online 1 hours ago,rankings.php?subregion=ama,BAMF,$22939 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,,Gandhi-like,33 Hundred Tons per month,14 Mbbl per month
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,358k active personnel,12 ships,Advanced,15 factories,Good,online now,rankings.php?subregion=mes,Brotherhood of Nod,$21924 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65440 km 2,http://blocgame.com/stats.php?id=56860,1510 Mbbl,,,Gandhi-like,25 Hundred Tons per month,75 Mbbl per month
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,419k active personnel,51 ships,Advanced,18 factories,Good,last online 5 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20996 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,,Gandhi-like,30 Hundred Tons per month,9 Mbbl per month
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,447k active personnel,69 ships,Advanced,19 factories,Elite,last online 10 hours ago,rankings.php?subregion=ama,BAMF,$21520 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,105627 km 2,http://blocgame.com/stats.php?id=45527,,,,Gandhi-like,64 Hundred Tons per month,16 Mbbl per month
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,498k active personnel,51 ships,Advanced,22 factories,Elite,last online 16 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$20991 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,3134 Mbbl,4 Tons,,Gandhi-like,102 Hundred Tons per month,109 Mbbl per month
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,224k active personnel,47 ships,Persian Gulf War surplus,12 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,The Federal Colonies,$21846 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35248 km 2,http://blocgame.com/stats.php?id=48914,2797 Mbbl,,,Gandhi-like,5 Hundred Tons per month,27 Mbbl per month
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,36 ships,Advanced,15 factories,Undisciplined Rabble,last online 205 hours ago,rankings.php?subregion=waf,The High Council,$16600 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,85552 km 2,http://blocgame.com/stats.php?id=44479,,,,Angelic,121 Hundred Tons per month,14 Mbbl per month
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,332k active personnel,36 ships,Persian Gulf War surplus,16 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,The High Council,$21337 million,alliancestats.php?allianceid=1595,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,49825 km 2,http://blocgame.com/stats.php?id=44539,42 Mbbl,2 Tons,50%,Angelic,38 Hundred Tons per month,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,509k active personnel,18 ships,Advanced,24 factories,Good,last online 2 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$20829 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,592 Mbbl,1 Tons,,Gandhi-like,22 Hundred Tons per month,102 Mbbl per month
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,27k active personnel,35 ships,Persian Gulf War surplus,11 factories,Elite,last online 26 hours ago,rankings.php?subregion=per,The Federal Colonies,$18350 million,alliancestats.php?allianceid=1401,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,30420 km 2,http://blocgame.com/stats.php?id=40311,,,,Gandhi-like,18 Hundred Tons per month,17 Mbbl per month
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,168k active personnel,51 ships,Persian Gulf War surplus,9 factories,Elite,last online 26 hours ago,rankings.php?subregion=ara,BAMF,$21062 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,,,Gandhi-like,23 Hundred Tons per month,25 Mbbl per month
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,220k active personnel,51 ships,Persian Gulf War surplus,11 factories,Good,last online 22 hours ago,rankings.php?subregion=mes,BAMF,$19411 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24512 km 2,http://blocgame.com/stats.php?id=49652,263 Mbbl,,,Gandhi-like,10 Hundred Tons per month,18 Mbbl per month
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,267k active personnel,51 ships,Persian Gulf War surplus,16 factories,Good,last online 3 hours ago,rankings.php?subregion=chi,BAMF,$20935 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,,,Gandhi-like,40 Hundred Tons per month,5 Mbbl per month
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,323k active personnel,40 ships,Persian Gulf War surplus,15 factories,Elite,last online 103 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$20337 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,,Gandhi-like,60 Hundred Tons per month,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,279k active personnel,71 ships,Persian Gulf War surplus,12 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,BAMF,$19820 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,,Gandhi-like,42 Hundred Tons per month,12 Mbbl per month
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,328k active personnel,46 ships,Advanced,17 factories,Elite,online now,rankings.php?subregion=per,Inter/pol/,$15172 million,alliancestats.php?allianceid=1644,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,88788 km 2,http://blocgame.com/stats.php?id=54220,3162 Mbbl,,,Isolated,51 Hundred Tons per month,66 Mbbl per month
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,597k active personnel,91 ships,Advanced,22 factories,Elite,last online 3 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$20389 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,159228 km 2,http://blocgame.com/stats.php?id=52362,3755 Mbbl,13 Tons,,Nice,100 Hundred Tons per month,200 Mbbl per month
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,61 ships,Advanced,16 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17774 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,64179 km 2,http://blocgame.com/stats.php?id=7511,3507 Mbbl,,,Gandhi-like,66 Hundred Tons per month,41 Mbbl per month
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,55 ships,Advanced,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,BAMF,$19245 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,,5%,Gandhi-like,21 Hundred Tons per month,21 Mbbl per month
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,295k active personnel,60 ships,Advanced,14 factories,Elite,online now,rankings.php?subregion=ara,Wreckage brothers,$17950 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,1 Tons,,Gandhi-like,39 Hundred Tons per month,45 Mbbl per month
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,278k active personnel,52 ships,Persian Gulf War surplus,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17550 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,559 Mbbl,,,Gandhi-like,35 Hundred Tons per month,50 Mbbl per month
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,197k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 12 hours ago,rankings.php?subregion=per,Inter/pol/,$17416 million,alliancestats.php?allianceid=1644,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,48918 km 2,http://blocgame.com/stats.php?id=49556,,,,Gandhi-like,46 Hundred Tons per month,34 Mbbl per month
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,20k active personnel,27 ships,Persian Gulf War surplus,8 factories,Elite,last online 8 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13854 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=mes,50474 km 2,http://blocgame.com/stats.php?id=52906,,,,Questionable,40 Hundred Tons per month,50 Mbbl per month
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,275k active personnel,45 ships,Persian Gulf War surplus,15 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$18573 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,1815 Mbbl,,,Gandhi-like,14 Hundred Tons per month,25 Mbbl per month
Peach,Tanaille,http://blocgame.com/alliancestats.php?allianceid=1393,450k active personnel,75 ships,Advanced,24 factories,Good,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$20247 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,152255 km 2,http://blocgame.com/stats.php?id=54825,1137 Mbbl,,,Gandhi-like,120 Hundred Tons per month,130 Mbbl per month
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,310k active personnel,40 ships,Persian Gulf War surplus,13 factories,Standard,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$17464 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,,Gandhi-like,64 Hundred Tons per month,15 Mbbl per month
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,292k active personnel,45 ships,Persian Gulf War surplus,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,Wreckage brothers,$16396 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,53756 km 2,http://blocgame.com/stats.php?id=40242,,,,Gandhi-like,71 Hundred Tons per month,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,306k active personnel,52 ships,Persian Gulf War surplus,18 factories,Elite,online now,rankings.php?subregion=chi,Brotherhood of Nod,$15960 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,38296 km 2,http://blocgame.com/stats.php?id=51725,,,,Isolated,23 Hundred Tons per month,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,240k active personnel,51 ships,Persian Gulf War surplus,8 factories,Elite,last online 12 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$14017 million,alliancestats.php?allianceid=1568,Southern Cone,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37176 km 2,http://blocgame.com/stats.php?id=52275,,,,Mad Dog,57 Hundred Tons per month,4 Mbbl per month
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,46k active personnel,16 ships,Persian Gulf War surplus,7 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$15671 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34022 km 2,http://blocgame.com/stats.php?id=39037,,,,Gandhi-like,31 Hundred Tons per month,36 Mbbl per month
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,427k active personnel,51 ships,Advanced,20 factories,Standard,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$16555 million,alliancestats.php?allianceid=1568,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,35849 km 2,http://blocgame.com/stats.php?id=44384,,,,Gandhi-like,11 Hundred Tons per month,7 Mbbl per month
Greekrules,General Humphreys,,408k active personnel,53 ships,Advanced,17 factories,Elite,last online 129 hours ago,rankings.php?subregion=ara,,$15837 million,,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,84983 km 2,http://blocgame.com/stats.php?id=43351,,,,Gandhi-like,54 Hundred Tons per month,134 Mbbl per month
Markovia,RDM HC,http://blocgame.com/alliancestats.php?allianceid=1401,218k active personnel,33 ships,Almost Modern,9 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,The Federal Colonies,$16435 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,38053 km 2,http://blocgame.com/stats.php?id=58369,,,,Gandhi-like,35 Hundred Tons per month,20 Mbbl per month
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,406k active personnel,71 ships,Advanced,16 factories,Elite,last online 9 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14413 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41534 km 2,http://blocgame.com/stats.php?id=52844,,1 Tons,,Gandhi-like,19 Hundred Tons per month,59 Mbbl per month
The Deserted,Kamakazi Sunshine,http://blocgame.com/alliancestats.php?allianceid=1568,515k active personnel,96 ships,Advanced,22 factories,Elite,last online 37 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$16124 million,alliancestats.php?allianceid=1568,Pacific Rim,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,137053 km 2,http://blocgame.com/stats.php?id=40459,326 Mbbl,,,Gandhi-like,87 Hundred Tons per month,7 Mbbl per month
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,286k active personnel,41 ships,Advanced,9 factories,Good,last online 10 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15114 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,1 Tons,,Gandhi-like,24 Hundred Tons per month,
TheDesertFox,DesertFox,http://blocgame.com/alliancestats.php?allianceid=1393,331k active personnel,44 ships,Persian Gulf War surplus,12 factories,Standard,last online 28 hours ago,rankings.php?subregion=pac,BAMF,$15868 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53252 km 2,http://blocgame.com/stats.php?id=52368,,,,Gandhi-like,69 Hundred Tons per month,15 Mbbl per month
