country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,68 ships,Persian Gulf War surplus,15 factories,Elite,last online 14 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$25685 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,242k active personnel,71 ships,Persian Gulf War surplus,14 factories,Elite,last online 8 hours ago,rankings.php?subregion=car,The Federal Colonies,$25520 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,514k active personnel,51 ships,Persian Gulf War surplus,19 factories,Standard,last online 3 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$24524 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1835,240k active personnel,53 ships,Advanced,15 factories,Good,last online 3 hours ago,rankings.php?subregion=egy,SPQR,$24781 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,1287 Mbbl,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,699k active personnel,84 ships,Advanced,40 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$24481 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,,,4 Tons
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,451k active personnel,59 ships,Advanced,17 factories,Good,last online 1 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$24266 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,339k active personnel,82 ships,Persian Gulf War surplus,15 factories,Elite,last online 16 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$23661 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,15%,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,43 ships,Advanced,18 factories,Undisciplined Rabble,last online 67 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$23657 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,,3 Tons
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,273k active personnel,38 ships,Advanced,12 factories,Elite,last online 28 hours ago,rankings.php?subregion=chi,BAMF,$23569 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,26 ships,Persian Gulf War surplus,12 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$22613 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,519k active personnel,13 ships,Persian Gulf War surplus,23 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,BAMF,$21873 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,209k active personnel,52 ships,Persian Gulf War surplus,15 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,The Federal Colonies,$21711 million,alliancestats.php?allianceid=1401,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,38 ships,Advanced,11 factories,Elite,online now,rankings.php?subregion=mex,The Federal Colonies,$21651 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,45%,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,125k active personnel,45 ships,Almost Modern,8 factories,Good,last online 1 hours ago,rankings.php?subregion=car,The Federal Colonies,$21472 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=ama,The High Council,$21219 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,,1 Tons
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,440k active personnel,61 ships,Advanced,19 factories,Elite,last online 3 hours ago,rankings.php?subregion=ama,BAMF,$21159 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,1056k active personnel,71 ships,Advanced,22 factories,Elite,online now,rankings.php?subregion=egy,SPQR,$20857 million,alliancestats.php?allianceid=1835,Egypt,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Good,last online 35 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20883 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,8 factories,Elite,last online 14 hours ago,rankings.php?subregion=pac,The Federal Colonies,$20549 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,5%,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Almost Modern,18 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$20450 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,51 ships,Persian Gulf War surplus,16 factories,Good,last online 9 hours ago,rankings.php?subregion=sub,BAMF,$19867 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,51 ships,Advanced,14 factories,Good,online now,rankings.php?subregion=pac,BAMF,$19450 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,289k active personnel,12 ships,Advanced,14 factories,Standard,online now,rankings.php?subregion=mes,Brotherhood of Nod,$19348 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,18k active personnel,0 ships,Advanced,13 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,The Federal Colonies,$19186 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,499k active personnel,18 ships,Advanced,22 factories,Standard,last online 5 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$18804 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,,1 Tons
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,63 ships,Advanced,20 factories,Standard,last online 2 hours ago,rankings.php?subregion=waf,BAMF,$18836 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,299k active personnel,35 ships,Persian Gulf War surplus,19 factories,Good,online now,rankings.php?subregion=per,Brotherhood of Nod,$18778 million,alliancestats.php?allianceid=1580,Persia,,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,,1 Tons
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,175k active personnel,31 ships,Persian Gulf War surplus,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=ama,BAMF,$18754 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,276k active personnel,55 ships,Advanced,17 factories,Elite,last online 17 hours ago,rankings.php?subregion=ara,BAMF,$18459 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,94153 km 2,http://blocgame.com/stats.php?id=53748,8033 Mbbl,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,329k active personnel,55 ships,Advanced,15 factories,Undisciplined Rabble,online now,rankings.php?subregion=per,Inter/pol/,$18317 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,31 ships,Persian Gulf War surplus,11 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,BAMF,$17733 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,52 ships,Persian Gulf War surplus,10 factories,Elite,last online 21 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$17658 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,129k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,The Federal Colonies,$17158 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,39 ships,Almost Modern,10 factories,Elite,last online 15 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$17103 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,62 ships,Persian Gulf War surplus,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,BAMF,$17016 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,558k active personnel,76 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$16889 million,alliancestats.php?allianceid=1580,Persia,,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,,18 Tons
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,40 ships,Persian Gulf War surplus,9 factories,Elite,last online 14 hours ago,rankings.php?subregion=ara,BAMF,$16857 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,7420 Mbbl,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,61 ships,Persian Gulf War surplus,13 factories,Standard,last online 12 hours ago,rankings.php?subregion=per,The Federal Colonies,$16796 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,1791 Mbbl,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,54 ships,Persian Gulf War surplus,5 factories,Elite,last online 20 hours ago,rankings.php?subregion=con,BAMF,$16613 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,41581 km 2,http://blocgame.com/stats.php?id=40443,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,139k active personnel,31 ships,Almost Modern,11 factories,Elite,online now,rankings.php?subregion=car,Wreckage brothers,$16554 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,55959 km 2,http://blocgame.com/stats.php?id=40242,,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,28 ships,Persian Gulf War surplus,13 factories,Standard,last online 17 hours ago,rankings.php?subregion=chi,BAMF,$16587 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,255 Mbbl,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,28 ships,Almost Modern,14 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16590 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,330k active personnel,52 ships,Persian Gulf War surplus,15 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16553 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,480k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,last online 4 hours ago,rankings.php?subregion=ind,The High Council,$16421 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,63676 km 2,http://blocgame.com/stats.php?id=40238,,,4 Tons
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,339k active personnel,51 ships,Advanced,17 factories,Good,online now,rankings.php?subregion=ara,BAMF,$16094 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,4181 Mbbl,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,8 factories,Good,last online 94 hours ago,rankings.php?subregion=ara,BAMF,$16057 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,1325 Mbbl,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,190k active personnel,25 ships,Persian Gulf War surplus,8 factories,Elite,last online 20 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15956 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,,1 Tons
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,38 ships,Persian Gulf War surplus,6 factories,Good,last online 16 hours ago,rankings.php?subregion=atl,BAMF,$15370 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,7706 Mbbl,5%,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,279k active personnel,52 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=car,SPQR,$15284 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,238k active personnel,39 ships,Almost Modern,11 factories,Elite,last online 16 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15247 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,250k active personnel,27 ships,Persian Gulf War surplus,9 factories,Standard,online now,rankings.php?subregion=chi,Wreckage brothers,$15217 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,318k active personnel,66 ships,Advanced,14 factories,Standard,online now,rankings.php?subregion=ara,Wreckage brothers,$15164 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,1008 Mbbl,,
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,224k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15123 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,69029 km 2,http://blocgame.com/stats.php?id=52889,1333 Mbbl,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,214k active personnel,43 ships,Persian Gulf War surplus,12 factories,Standard,last online 118 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15006 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,264k active personnel,34 ships,Persian Gulf War surplus,11 factories,Good,last online 7 hours ago,rankings.php?subregion=chi,The High Council,$15039 million,alliancestats.php?allianceid=1595,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,40%,1 Tons
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 30 hours ago,rankings.php?subregion=pac,BAMF,$14973 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,188k active personnel,36 ships,Almost Modern,8 factories,Elite,last online 12 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$14952 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1835,106k active personnel,4 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=per,SPQR,$14769 million,alliancestats.php?allianceid=1835,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,44412 km 2,http://blocgame.com/stats.php?id=39021,,,
Lalaland,Lalaland,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,35 ships,Persian Gulf War surplus,8 factories,Elite,last online 156 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$14517 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,27955 km 2,http://blocgame.com/stats.php?id=40201,,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,5 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14399 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,193k active personnel,50 ships,Persian Gulf War surplus,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,Inter/pol/,$14439 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,3515 Mbbl,,
Best Istan,Glorious Leader,http://blocgame.com/alliancestats.php?allianceid=1568,88k active personnel,1 ships,Almost Modern,3 factories,Good,last online 51 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$14332 million,alliancestats.php?allianceid=1568,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,10798 km 2,http://blocgame.com/stats.php?id=40577,,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,243k active personnel,71 ships,Persian Gulf War surplus,23 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Nod,$14185 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,123989 km 2,http://blocgame.com/stats.php?id=40488,3464 Mbbl,,
