country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,111k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 25 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$6481 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,339 Mbbl,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,32 ships,Advanced,Normal,3 factories,Undisciplined Rabble,last online 22 hours ago,rankings.php?subregion=atl,Wreckage brothers,$6478 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,,http://blocgame.com/rankings.php?subregion=atl,19940 km 2,http://blocgame.com/stats.php?id=53422,,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 147 hours ago,rankings.php?subregion=mes,The High Council,$6454 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,9337 Mbbl,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,150k active personnel,23 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,last online 2 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6383 million,alliancestats.php?allianceid=1382,Mesoamerica,,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,98k active personnel,7 ships,Vietnam War surplus,Questionable,6 factories,Poor,last online 27 hours ago,rankings.php?subregion=gra,The High Council,$6346 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,140k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 27 hours ago,rankings.php?subregion=ama,The High Council,$6386 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,718 Mbbl,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,234k active personnel,6 ships,Almost Modern,Gandhi-like,9 factories,Standard,last online 11 hours ago,rankings.php?subregion=ara,BAMF,$6206 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,54k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 49 hours ago,rankings.php?subregion=pac,The High Council,$6208 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,10132 km 2,http://blocgame.com/stats.php?id=53369,,
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=1393,251k active personnel,8 ships,Almost Modern,Isolated,18 factories,Good,online now,rankings.php?subregion=chi,BAMF,$5571 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,107538 km 2,http://blocgame.com/stats.php?id=58336,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,22 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 53 hours ago,rankings.php?subregion=sub,Inter/pol/,$6133 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,153k active personnel,1 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=sub,Inter/pol/,$6146 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,230k active personnel,51 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 5 hours ago,rankings.php?subregion=mes,Inter/pol/,$6054 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,8140 Mbbl,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,126k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$6068 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,48144 km 2,http://blocgame.com/stats.php?id=59454,19952 Mbbl,
FallenTrees,GhostAleII,http://blocgame.com/alliancestats.php?allianceid=1382,19k active personnel,5 ships,Korean War surplus,Good,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$6023 million,alliancestats.php?allianceid=1382,East Indies,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,35311 km 2,http://blocgame.com/stats.php?id=59160,66 Mbbl,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,160k active personnel,17 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,The High Council,$5982 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,
Kutlesh,Kutlesh,http://blocgame.com/alliancestats.php?allianceid=1382,11k active personnel,19 ships,Almost Modern,Good,6 factories,Elite,last online 171 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$5996 million,alliancestats.php?allianceid=1382,Egypt,,None,,http://blocgame.com/rankings.php?subregion=egy,49463 km 2,http://blocgame.com/stats.php?id=54847,4018 Mbbl,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,5 ships,Second World War surplus,Gandhi-like,6 factories,Poor,last online 119 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5958 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,18 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 55 hours ago,rankings.php?subregion=chi,BAMF,$5935 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,25332 km 2,http://blocgame.com/stats.php?id=58264,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,101k active personnel,2 ships,Almost Modern,Gandhi-like,7 factories,Poor,last online 35 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$5947 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=1580,423k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,27 factories,Good,last online 13 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5869 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,21 Tons,http://blocgame.com/rankings.php?subregion=mes,136310 km 2,http://blocgame.com/stats.php?id=52422,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,134k active personnel,16 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 15 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$5910 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,22 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5797 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,5%
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 53 hours ago,rankings.php?subregion=sub,Inter/pol/,$5776 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,
East Black Rock,Shiro Shirogane,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,7 ships,First World War surplus,Gandhi-like,7 factories,Elite,last online 11 hours ago,rankings.php?subregion=pac,The High Council,$5852 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,50846 km 2,http://blocgame.com/stats.php?id=60120,,
Bloodied Stools,cowds,http://blocgame.com/alliancestats.php?allianceid=1595,83k active personnel,4 ships,Vietnam War surplus,Good,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=gra,The High Council,$5826 million,alliancestats.php?allianceid=1595,Gran Colombia,Plentiful,Somewhat Large,,http://blocgame.com/rankings.php?subregion=gra,12984 km 2,http://blocgame.com/stats.php?id=56997,,
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,341k active personnel,25 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 23 hours ago,rankings.php?subregion=per,Non-Aligned Movement,$5734 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,100286 km 2,http://blocgame.com/stats.php?id=58004,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 26 hours ago,rankings.php?subregion=mex,The High Council,$5807 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,,http://blocgame.com/rankings.php?subregion=mex,20490 km 2,http://blocgame.com/stats.php?id=58997,243 Mbbl,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,Gandhi-like,14 factories,Standard,last online 42 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5708 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,,5%
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,126k active personnel,9 ships,Second World War surplus,Gandhi-like,6 factories,Elite,last online 18 hours ago,rankings.php?subregion=pac,BAMF,$5722 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,500 Mbbl,5%
Kindred,Pendraggon,http://blocgame.com/alliancestats.php?allianceid=1644,187k active personnel,12 ships,Vietnam War surplus,Gandhi-like,8 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,Inter/pol/,$5674 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=pac,54201 km 2,http://blocgame.com/stats.php?id=58449,57 Mbbl,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,347k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$5646 million,alliancestats.php?allianceid=1382,Pacific Rim,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,,
Great Grenada,jaggywaggy,http://blocgame.com/alliancestats.php?allianceid=1644,147k active personnel,15 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Inter/pol/,$5681 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,31047 km 2,http://blocgame.com/stats.php?id=59513,461 Mbbl,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1595,278k active personnel,11 ships,Almost Modern,Angelic,11 factories,Standard,last online 8 hours ago,rankings.php?subregion=ind,The High Council,$5611 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,5k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 26 hours ago,rankings.php?subregion=mex,The Federal Colonies,$5683 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,,http://blocgame.com/rankings.php?subregion=mex,27196 km 2,http://blocgame.com/stats.php?id=59585,321 Mbbl,
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,398k active personnel,51 ships,Advanced,Gandhi-like,15 factories,Standard,online now,rankings.php?subregion=mes,BAMF,$5588 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,18 Tons,http://blocgame.com/rankings.php?subregion=mes,88283 km 2,http://blocgame.com/stats.php?id=39062,,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,83k active personnel,6 ships,Almost Modern,Gandhi-like,6 factories,Good,online now,rankings.php?subregion=gui,The Federal Colonies,$5567 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=gui,51679 km 2,http://blocgame.com/stats.php?id=59387,,
Vulcanus,kappa123,http://blocgame.com/alliancestats.php?allianceid=1393,2k active personnel,18 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 84 hours ago,rankings.php?subregion=ara,BAMF,$5336 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,26551 km 2,http://blocgame.com/stats.php?id=59636,3473 Mbbl,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=1393,82k active personnel,5 ships,Korean War surplus,Pariah,8 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$5501 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,43728 km 2,http://blocgame.com/stats.php?id=40188,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,Normal,3 factories,Elite,last online 15 hours ago,rankings.php?subregion=chi,The High Council,$5383 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,140k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 48 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5432 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 86 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5424 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,148k active personnel,7 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 98 hours ago,rankings.php?subregion=ind,ASEANG,$5438 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,126k active personnel,15 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 23 hours ago,rankings.php?subregion=chi,The High Council,$5393 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,139k active personnel,11 ships,Vietnam War surplus,Gandhi-like,16 factories,Elite,last online 1 hours ago,rankings.php?subregion=sub,BAMF,$5387 million,alliancestats.php?allianceid=1393,The Subcontinent,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,80242 km 2,http://blocgame.com/stats.php?id=59516,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,411k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,Inter/pol/,$5373 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,83222 km 2,http://blocgame.com/stats.php?id=58158,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,148k active personnel,10 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 27 hours ago,rankings.php?subregion=per,The High Council,$5379 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,,
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=1568,153k active personnel,12 ships,Almost Modern,Gandhi-like,16 factories,Elite,last online 14 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$5402 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,78527 km 2,http://blocgame.com/stats.php?id=55912,,5%
Granola,Granola Empire,http://blocgame.com/alliancestats.php?allianceid=1835,3k active personnel,14 ships,Almost Modern,Normal,3 factories,Good,last online 39 hours ago,rankings.php?subregion=waf,SPQR,$5436 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=waf,19428 km 2,http://blocgame.com/stats.php?id=50172,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,367k active personnel,15 ships,Almost Modern,Gandhi-like,4 factories,Good,last online 122 hours ago,rankings.php?subregion=per,Wreckage brothers,$5177 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,
Munchiopolis,Ginger_Ale69xxx,http://blocgame.com/alliancestats.php?allianceid=1756,84k active personnel,1 ships,Second World War surplus,Questionable,4 factories,Elite,last online 11 hours ago,rankings.php?subregion=car,The Slave Trade,$5243 million,alliancestats.php?allianceid=1756,Caribbean,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=car,32129 km 2,http://blocgame.com/stats.php?id=58992,,5%
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,106k active personnel,14 ships,Korean War surplus,Questionable,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=gui,The High Council,$4991 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=gui,33368 km 2,http://blocgame.com/stats.php?id=59107,117 Mbbl,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,87k active personnel,49 ships,Almost Modern,Nice,11 factories,Elite,last online 14 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5155 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,22k active personnel,12 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 102 hours ago,rankings.php?subregion=pac,The Eastern Sea,$5236 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,23183 km 2,http://blocgame.com/stats.php?id=59737,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,7k active personnel,13 ships,Persian Gulf War surplus,Normal,4 factories,Good,last online 96 hours ago,rankings.php?subregion=pac,EUN,$5195 million,alliancestats.php?allianceid=1810,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,11531 km 2,http://blocgame.com/stats.php?id=51506,,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,18k active personnel,-1 ships,Korean War surplus,Good,3 factories,Standard,last online 2 hours ago,rankings.php?subregion=sub,The Triad,$5162 million,alliancestats.php?allianceid=1875,The Subcontinent,Plentiful,Somewhat Large,,http://blocgame.com/rankings.php?subregion=sub,7134 km 2,http://blocgame.com/stats.php?id=5261,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,101k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,Kekolutionaries,$5191 million,alliancestats.php?allianceid=1704,Persia,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=per,2261 km 2,http://blocgame.com/stats.php?id=54430,1735 Mbbl,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,56k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 19 hours ago,rankings.php?subregion=saf,Inter/pol/,$5096 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,94 Mbbl,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,15 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 6 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5004 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,39985 km 2,http://blocgame.com/stats.php?id=58260,3937 Mbbl,
Masterton East,Natedogg,http://blocgame.com/alliancestats.php?allianceid=1644,119k active personnel,16 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,Inter/pol/,$4988 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,19433 km 2,http://blocgame.com/stats.php?id=58225,,
al-Bahrayn,dbdb,http://blocgame.com/alliancestats.php?allianceid=1835,32k active personnel,15 ships,Korean War surplus,Good,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=mes,SPQR,$4963 million,alliancestats.php?allianceid=1835,Mesopotamia,Plentiful,Powerful,,http://blocgame.com/rankings.php?subregion=mes,24283 km 2,http://blocgame.com/stats.php?id=59775,2788 Mbbl,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,217k active personnel,23 ships,Vietnam War surplus,Gandhi-like,8 factories,Standard,last online 2 hours ago,rankings.php?subregion=ama,The High Council,$4930 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Powerful,,http://blocgame.com/rankings.php?subregion=ama,37856 km 2,http://blocgame.com/stats.php?id=58731,,
CIRD,John Wayne Gasey,,4k active personnel,30 ships,Persian Gulf War surplus,Questionable,6 factories,Poor,last online 124 hours ago,rankings.php?subregion=ara,,$4895 million,,Arabia,Plentiful,None,,http://blocgame.com/rankings.php?subregion=ara,34242 km 2,http://blocgame.com/stats.php?id=51022,,
Pr0 Gamers,Bruce Wayne,http://blocgame.com/alliancestats.php?allianceid=1835,90k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,SPQR,$4865 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,9266 km 2,http://blocgame.com/stats.php?id=59051,,
Central Island,The Dealer,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Inter/pol/,$4837 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28767 km 2,http://blocgame.com/stats.php?id=59154,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,11 ships,Vietnam War surplus,Gandhi-like,2 factories,Elite,last online 16 hours ago,rankings.php?subregion=per,The High Council,$4826 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,5830 Mbbl,
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,129k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$4803 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,31087 km 2,http://blocgame.com/stats.php?id=56890,4069 Mbbl,
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,115k active personnel,10 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,BAMF,$4736 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,,
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=1644,7k active personnel,23 ships,Almost Modern,Good,3 factories,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=mes,Inter/pol/,$3938 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,3965 km 2,http://blocgame.com/stats.php?id=48611,,
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,1 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,rankings.php?subregion=con,BAMF,$4728 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,32130 km 2,http://blocgame.com/stats.php?id=58457,,
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1418,110k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,Asian Alliance,$4650 million,alliancestats.php?allianceid=1418,East Indies,,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,36835 km 2,http://blocgame.com/stats.php?id=58135,,
