aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
18k active personnel,sixpool,,18k active personnel,,deathtotyrants,http://blocgame.com/news.php?page=3
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=4
18k active personnel,deathtotyrants,,18k active personnel,,beyondthesummit,http://blocgame.com/news.php?page=4
31k active personnel,Nerdia,Brotherhood of Nod,5k active personnel,,TrumpCity,http://blocgame.com/news.php?page=4
29k active personnel,Zanyslavia,The Khilafah,11k active personnel,,rajallian,http://blocgame.com/news.php?page=4
35k active personnel,Free Vietnam,SPQR,30k active personnel,The High Council,Treehouse,http://blocgame.com/news.php?page=4
25k active personnel,Haaga,The Federal Colonies,4k active personnel,,Cook,http://blocgame.com/news.php?page=4
38k active personnel,FlySoGood,Brotherhood of Zion,2k active personnel,The Order,Dickbutt/pol/,http://blocgame.com/news.php?page=4
62k active personnel,Kersumsos,The Order,7k active personnel,SPQR,The Joose,http://blocgame.com/news.php?page=4
18k active personnel,beyondthesummit,,18k active personnel,,dendiface,http://blocgame.com/news.php?page=4
18k active personnel,dendiface,,18k active personnel,,navifanboy,http://blocgame.com/news.php?page=4
18k active personnel,ratdotabestdota,,18k active personnel,,Farm001,http://blocgame.com/news.php?page=4
72k active personnel,Arabic Union,Brotherhood of Zion,2k active personnel,Brotherhood of Nod,NationalFreedom,http://blocgame.com/news.php?page=4
35k active personnel,Eralidor,,15k active personnel,,edonia,http://blocgame.com/news.php?page=4
29k active personnel,Baden,The High Council,2k active personnel,,Royal Malaya,http://blocgame.com/news.php?page=4
66k active personnel,Bourbon Island,Brotherhood of Zion,16k active personnel,,Pathos,http://blocgame.com/news.php?page=4
53k active personnel,Razgriskm,Divine League,3k active personnel,,Fludena,http://blocgame.com/news.php?page=4
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=5
40k active personnel,Pink,The Order,2k active personnel,,Mesa,http://blocgame.com/news.php?page=5
35k active personnel,Henessee,,20k active personnel,,�zilistan,http://blocgame.com/news.php?page=5
43k active personnel,Hells Angel,The Order,25k active personnel,,SAMSON,http://blocgame.com/news.php?page=5
75k active personnel,Iwo Jima,The Order,9k active personnel,,bird land,http://blocgame.com/news.php?page=5
65k active personnel,sandshark,The Order,48k active personnel,Che Guevara League,Aryana,http://blocgame.com/news.php?page=5
70k active personnel,Chongministan,The Order,9k active personnel,,Based World,http://blocgame.com/news.php?page=5
50k active personnel,Melengkar Alam,The High Council,37k active personnel,Comintern,Eurassia,http://blocgame.com/news.php?page=5
48k active personnel,Aryana,Che Guevara League,6k active personnel,The Order,Casopia,http://blocgame.com/news.php?page=5
55k active personnel,TheDarkSide,The Federal Colonies,27k active personnel,PIRATES,Carpentaria,http://blocgame.com/news.php?page=5
40k active personnel,Safavid Persia,The Order,19k active personnel,Al-Qassam Brigades,Parsistan,http://blocgame.com/news.php?page=5
41k active personnel,bro dude,Brotherhood of Zion,42k active personnel,The High Council,Utopiastan,http://blocgame.com/news.php?page=5
25k active personnel,Empyrea,The Order,27k active personnel,,Jurestist,http://blocgame.com/news.php?page=5
50k active personnel,Raja Udang,PIRATES,38k active personnel,,Cempaka,http://blocgame.com/news.php?page=5
91k active personnel,Darkstone,The High Council,6k active personnel,PIRATES,Tandak,http://blocgame.com/news.php?page=5
38k active personnel,Prometheus,Brotherhood of Zion,50k active personnel,420 Empire,Eleuthera,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
13k active personnel,Hansetica,The Order,38k active personnel,Interpol,Junovia,http://blocgame.com/news.php?page=6
29k active personnel,oliverhard,The High Council,10k active personnel,,Farsland,http://blocgame.com/news.php?page=6
43k active personnel,Subcarpathia,Divine League,15k active personnel,Al-Qassam Brigades,Hezstallah,http://blocgame.com/news.php?page=6
45k active personnel,Nuketown,The High Council,41k active personnel,Brotherhood of Zion,bro dude,http://blocgame.com/news.php?page=6
18k active personnel,Panzer,The Order,3k active personnel,,Empire of China,http://blocgame.com/news.php?page=6
18k active personnel,Golden Woods,,18k active personnel,,Lothl�rien,http://blocgame.com/news.php?page=6
49k active personnel,Johor,The Khilafah,18k active personnel,,\\\'Nam,http://blocgame.com/news.php?page=6
67k active personnel,Novi Sad,The High Council,9k active personnel,PIRATES,Pembunuh,http://blocgame.com/news.php?page=6
38k active personnel,Lyranistan,Brotherhood of Nod,2k active personnel,,Sandniggeristan,http://blocgame.com/news.php?page=6
54k active personnel,Persona-Grata,PIRATES,4k active personnel,Brotherhood of Nod,Parameswara,http://blocgame.com/news.php?page=6
16k active personnel,Pathos,,49k active personnel,Brotherhood of Zion,Whitey,http://blocgame.com/news.php?page=6
62k active personnel,Dess,The Order,38k active personnel,,Japanesia,http://blocgame.com/news.php?page=6
50k active personnel,Azhdahagate,Brotherhood of Nod,60k active personnel,PIRATES,Tanah Malaya,http://blocgame.com/news.php?page=6
9k active personnel,Haukinaria,The Order,16k active personnel,,Kenin,http://blocgame.com/news.php?page=6
25k active personnel,GayRights,Brotherhood of Nod,45k active personnel,SPQR,Ipoh,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
23k active personnel,USSR,The Order,2k active personnel,,Vethuovania,http://blocgame.com/news.php?page=7
49k active personnel,Cascoia,Brotherhood of Zion,4k active personnel,,Smoking Bandit,http://blocgame.com/news.php?page=7
69k active personnel,Honduras,The High Council,5k active personnel,,Ronia,http://blocgame.com/news.php?page=7
15k active personnel,Mingland,Brotherhood of Zion,22k active personnel,Lithuanian Coalition,S�l,http://blocgame.com/news.php?page=7
25k active personnel,Iraqghanistan,The Khilafah,29k active personnel,,Lobos,http://blocgame.com/news.php?page=7
53k active personnel,Deagle Nation!,Brotherhood of Nod,9k active personnel,,dingoland,http://blocgame.com/news.php?page=7
12k active personnel,The Hegemony,Interpol,60k active personnel,,Veganism,http://blocgame.com/news.php?page=7
49k active personnel,Whitey,Brotherhood of Zion,20k active personnel,,DARFA,http://blocgame.com/news.php?page=7
40k active personnel,Curonia,The Order,20k active personnel,,Erpland,http://blocgame.com/news.php?page=7
33k active personnel,Tarsonis,,20k active personnel,,Top Hat,http://blocgame.com/news.php?page=7
44k active personnel,Ironforge,,22k active personnel,,SS-Amazonien,http://blocgame.com/news.php?page=7
35k active personnel,Chūya,Brotherhood of Zion,15k active personnel,,Dromund Kaas,http://blocgame.com/news.php?page=7
34k active personnel,Rudenia,Brotherhood of Zion,29k active personnel,SPQR,Lixia,http://blocgame.com/news.php?page=7
4k active personnel,Hidin,,27k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=7
66k active personnel,Uzbekistan.,Brotherhood of Nod,11k active personnel,The Khilafah,Middlewest,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
55k active personnel,Milano,The High Council,35k active personnel,,Tetsunoshima,http://blocgame.com/news.php?page=8
34k active personnel,Sector 6,The Order,8k active personnel,,Gerik,http://blocgame.com/news.php?page=8
25k active personnel,Keksimania,,25k active personnel,,Aincrad,http://blocgame.com/news.php?page=8
30k active personnel,Irrelevant,The United Nations,31k active personnel,,OnePiece,http://blocgame.com/news.php?page=8
13k active personnel,Skhimm,Brotherhood of Nod,50k active personnel,The High Council,One Star,http://blocgame.com/news.php?page=8
7k active personnel,East Jakarta,,14k active personnel,,temasik,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
