aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
53k active personnel,Elderwood,,12k active personnel,The Order,Synan,http://blocgame.com/news.php?page=3
31k active personnel,Blake Island,Pirates of Carribean,8k active personnel,,Scorvia,http://blocgame.com/news.php?page=3
20k active personnel,Psiloybia,,10k active personnel,,Sino-Soviet,http://blocgame.com/news.php?page=3
23k active personnel,Italica,SPQR,1k active personnel,,NewAfrica,http://blocgame.com/news.php?page=3
25k active personnel,Supercell,The Federal Colonies,3k active personnel,,Kota Teganu,http://blocgame.com/news.php?page=3
21k active personnel,The Hegemony,Interpol,61k active personnel,,Veganism,http://blocgame.com/news.php?page=3
45k active personnel,Minmaxia,Brotherhood of Zion,37k active personnel,Al-Qassam Brigades,Parsistan,http://blocgame.com/news.php?page=3
44k active personnel,Foundation,Brotherhood of Zion,4k active personnel,,Fedorians,http://blocgame.com/news.php?page=3
40k active personnel,Safavid Persia,The Order,21k active personnel,,Sperg,http://blocgame.com/news.php?page=3
25k active personnel,bukitbendera98,The Order,9k active personnel,,Tempest,http://blocgame.com/news.php?page=3
43k active personnel,honk honk,The Khilafah,31k active personnel,The Federal Colonies,Sarnath,http://blocgame.com/news.php?page=3
25k active personnel,Nexsonia,The Order,5k active personnel,,Hamsagiri,http://blocgame.com/news.php?page=3
61k active personnel,Much War,The Order,41k active personnel,The Khilafah,Whadjuk,http://blocgame.com/news.php?page=3
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=4
50k active personnel,Mzab,Brotherhood of Zion,1k active personnel,,Markoviakia,http://blocgame.com/news.php?page=4
25k active personnel,TheDesertFox,The High Council,6k active personnel,,Eneficus,http://blocgame.com/news.php?page=4
39k active personnel,Whitey,Brotherhood of Zion,10k active personnel,,DARFA,http://blocgame.com/news.php?page=4
40k active personnel,Curonia,The Order,25k active personnel,,Erpland,http://blocgame.com/news.php?page=4
8k active personnel,rio de la plata,Lithuanian Coalition,23k active personnel,,The Marintinia,http://blocgame.com/news.php?page=4
23k active personnel,Free Phoenix,The High Council,1k active personnel,Farmington Brigade,DabOn\\\'Em,http://blocgame.com/news.php?page=4
38k active personnel,Kyranistan,Brotherhood of Nod,47k active personnel,Interpol,nation name,http://blocgame.com/news.php?page=4
38k active personnel,Tarsonis,,3k active personnel,,Top Hat,http://blocgame.com/news.php?page=4
40k active personnel,Malaysiastan,Brotherhood of Nod,3k active personnel,,qigong,http://blocgame.com/news.php?page=4
26k active personnel,oliverhard,The High Council,4k active personnel,,xxPROHEROxxz,http://blocgame.com/news.php?page=4
40k active personnel,Kersumsos,The Order,12k active personnel,African Union,Slothman,http://blocgame.com/news.php?page=4
35k active personnel,Crashlantis,The Order,1k active personnel,,DevilsAndDemons,http://blocgame.com/news.php?page=4
60k active personnel,Tamil Kingdom,Brotherhood of Zion,10k active personnel,,Labuair,http://blocgame.com/news.php?page=4
26k active personnel,Ironforge,,29k active personnel,,SS-Amazonien,http://blocgame.com/news.php?page=4
31k active personnel,Brutish Empire,Comintern,4k active personnel,,Lunaris,http://blocgame.com/news.php?page=4
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=5
23k active personnel,Chūya,Brotherhood of Zion,10k active personnel,,Dromund Kaas,http://blocgame.com/news.php?page=5
43k active personnel,Lovecraft,PIRATES,6k active personnel,The Order,The Jar,http://blocgame.com/news.php?page=5
31k active personnel,Black Gold,The Order,2k active personnel,,Hellandia,http://blocgame.com/news.php?page=5
40k active personnel,Vierte Reich,The High Council,2k active personnel,,Vargr,http://blocgame.com/news.php?page=5
29k active personnel,Idaho,The Order,2k active personnel,,Guatek,http://blocgame.com/news.php?page=5
14k active personnel,Boro,The Order,50k active personnel,,Neechanville,http://blocgame.com/news.php?page=5
4k active personnel,Lyreme,,15k active personnel,,Frozen,http://blocgame.com/news.php?page=5
56k active personnel,south nation,PIRATES,12k active personnel,,Sea13,http://blocgame.com/news.php?page=5
40k active personnel,SOPF,Farmington Brigade,2k active personnel,,swedenno,http://blocgame.com/news.php?page=5
37k active personnel,Ashoqa,Brotherhood of Nod,11k active personnel,,Nannosistan,http://blocgame.com/news.php?page=5
14k active personnel,Aasyria,The Order,30k active personnel,Brotherhood of Zion,Lomar,http://blocgame.com/news.php?page=5
44k active personnel,shair,Al-Qassam Brigades,39k active personnel,The Order,Samsayum,http://blocgame.com/news.php?page=5
25k active personnel,Psychotropia,Brotherhood of Zion,11k active personnel,Al-Qassam Brigades,Planistan,http://blocgame.com/news.php?page=5
22k active personnel,Ken no Taiyou,Brotherhood of Zion,3k active personnel,,Magnostan,http://blocgame.com/news.php?page=5
31k active personnel,Oteco,Che Guevara League,15k active personnel,The Order,Sordidia,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
50k active personnel,WUBstep,Brotherhood of Nod,2k active personnel,,reggie le edgy,http://blocgame.com/news.php?page=6
58k active personnel,Olympia,Brotherhood of Zion,1k active personnel,,Brunstovia,http://blocgame.com/news.php?page=6
39k active personnel,Classia,Brotherhood of Zion,21k active personnel,,Aminichina,http://blocgame.com/news.php?page=6
49k active personnel,lordmason22,Brotherhood of Zion,42k active personnel,,Nigiria,http://blocgame.com/news.php?page=6
15k active personnel,Rudenia,Brotherhood of Zion,45k active personnel,SPQR,Lixia,http://blocgame.com/news.php?page=6
52k active personnel,Nhayat,The Order,73k active personnel,Brotherhood of Zion,Zuyazayuza,http://blocgame.com/news.php?page=6
47k active personnel,TheDarkSide,The Federal Colonies,38k active personnel,PIRATES,Endau,http://blocgame.com/news.php?page=6
51k active personnel,Platypus Island,SPQR,14k active personnel,Farmington Brigade,Bendover,http://blocgame.com/news.php?page=6
15k active personnel,Sordidia,The Order,8k active personnel,,Krelmia,http://blocgame.com/news.php?page=6
36k active personnel,QonoS,The High Council,3k active personnel,,Tuchankaa,http://blocgame.com/news.php?page=6
11k active personnel,BOOP,,44k active personnel,SPQR,Sannari,http://blocgame.com/news.php?page=6
10k active personnel,Hidin,,44k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=6
39k active personnel,Samsayum,The Order,22k active personnel,NOVA ASEAN,Persona-Grata,http://blocgame.com/news.php?page=6
31k active personnel,Boomtown,The High Council,26k active personnel,,Raizar,http://blocgame.com/news.php?page=6
39k active personnel,Utopiastan,The High Council,7k active personnel,Comintern,Emerzonland,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
37k active personnel,Uzbekistan.,Brotherhood of Nod,67k active personnel,The Khilafah,Middlewest,http://blocgame.com/news.php?page=7
55k active personnel,Milano,The High Council,19k active personnel,,Tetsunoshima,http://blocgame.com/news.php?page=7
41k active personnel,Reality,The High Council,7k active personnel,,Elos,http://blocgame.com/news.php?page=7
28k active personnel,Neu-Berlin,The Order,2k active personnel,,Jbmach3,http://blocgame.com/news.php?page=7
39k active personnel,Sector 6,The Order,22k active personnel,,Gerik,http://blocgame.com/news.php?page=7
28k active personnel,Cuttlefish,Interpol,16k active personnel,,Baffa,http://blocgame.com/news.php?page=7
9k active personnel,Boukachkistan,,5k active personnel,,Islamic Nations,http://blocgame.com/news.php?page=7
7k active personnel,Borderia,The United Nations,0k active personnel,Brotherhood of Zion,Trump Towers,http://blocgame.com/news.php?page=7
25k active personnel,Keksimania,The Order,5k active personnel,,Aincrad,http://blocgame.com/news.php?page=7
0k active personnel,Trump Towers,Brotherhood of Zion,29k active personnel,The United Nations,New Armenia,http://blocgame.com/news.php?page=7
3k active personnel,kweensnkans,The Order,43k active personnel,PIRATES,RacRus,http://blocgame.com/news.php?page=7
32k active personnel,Irrelevant,The United Nations,23k active personnel,,OnePiece,http://blocgame.com/news.php?page=7
12k active personnel,Ballz,,18k active personnel,,Gomp,http://blocgame.com/news.php?page=7
0k active personnel,WP Kuala Lumpur,The Federal Colonies,74k active personnel,The High Council,Pemakan Dunia,http://blocgame.com/news.php?page=7
42k active personnel,Empyrea,The Order,70k active personnel,Brotherhood of Zion,Best Istan,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
45k active personnel,Sintra,Che Guevara League,53k active personnel,Lithuanian Coalition,Lewd Place,http://blocgame.com/news.php?page=8
50k active personnel,Baghdad Iraqi,The High Council,12k active personnel,Brotherhood of Nod,Skhimm,http://blocgame.com/news.php?page=8
39k active personnel,Cubania,The Order,31k active personnel,,Cartel,http://blocgame.com/news.php?page=8
12k active personnel,Skhimm,Brotherhood of Nod,40k active personnel,The High Council,One Star,http://blocgame.com/news.php?page=8
7k active personnel,East Jakarta,,14k active personnel,,temasik,http://blocgame.com/news.php?page=8
8k active personnel,Iranzamin,,13k active personnel,,Wax - On,http://blocgame.com/news.php?page=8
8k active personnel,Krelmia,,19k active personnel,,Wooumo,http://blocgame.com/news.php?page=8
68k active personnel,Poundtown,Brotherhood of Zion,22k active personnel,PIRATES,Rengit,http://blocgame.com/news.php?page=8
23k active personnel,Shamsi Empire,,18k active personnel,Brotherhood of Nod,reptil,http://blocgame.com/news.php?page=8
20k active personnel,Kukulala,The High Council,38k active personnel,Divine League,Swagvila,http://blocgame.com/news.php?page=8
16k active personnel,Jevgeniumland,,30k active personnel,,FuchukFakhu,http://blocgame.com/news.php?page=8
26k active personnel,Neue Preu�en,The Order,6k active personnel,,Gallifrey,http://blocgame.com/news.php?page=8
27k active personnel,Luskan,,10k active personnel,,The Silver Hand,http://blocgame.com/news.php?page=8
32k active personnel,Disnomica,The High Council,6k active personnel,The Order,kabdy,http://blocgame.com/news.php?page=8
25k active personnel,Ptoria,The Khilafah,26k active personnel,,tardass,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
30k active personnel,Llorxye,PIRATES,24k active personnel,Interpol,Slavostan,http://blocgame.com/news.php?page=9
5k active personnel,Darkplace,,39k active personnel,The High Council,Tamarlania,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
