aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=5
10k active personnel,Tanda,The Unknown,26k active personnel,The High Council,Khalifah,http://blocgame.com/news.php?page=5
44k active personnel,Global Empire,The Khilafah,2k active personnel,African Union,Yeezonia,http://blocgame.com/news.php?page=5
119k active personnel,North Nubia,N.S.D.A.P,52k active personnel,Lithuanian Coalition,Shining Sun,http://blocgame.com/news.php?page=5
46k active personnel,Cyleia,The Order,89k active personnel,The Federal Colonies,Valtania,http://blocgame.com/news.php?page=5
90k active personnel,M�rg,The United Nations,71k active personnel,The Federal Colonies,epf,http://blocgame.com/news.php?page=5
98k active personnel,Kelate.net,PIRATES,56k active personnel,PIRATES,Kamikazie,http://blocgame.com/news.php?page=5
56k active personnel,Kamikazie,PIRATES,79k active personnel,PIRATES,gong badang,http://blocgame.com/news.php?page=5
79k active personnel,gong badang,PIRATES,98k active personnel,PIRATES,Kelate.net,http://blocgame.com/news.php?page=5
71k active personnel,epf,The Federal Colonies,22k active personnel,The United Nations,Black Swamp,http://blocgame.com/news.php?page=5
25k active personnel,Katerina,,17k active personnel,,Karabakh,http://blocgame.com/news.php?page=5
3k active personnel,Gulam,PIRATES,64k active personnel,The High Council,TheDarkSide,http://blocgame.com/news.php?page=5
40k active personnel,Blackpearl,PIRATES,4k active personnel,,Asear,http://blocgame.com/news.php?page=5
6k active personnel,Caladan,,31k active personnel,,Courlandia,http://blocgame.com/news.php?page=5
42k active personnel,Nimei,Illuminati,34k active personnel,The Order,Dicktopia,http://blocgame.com/news.php?page=5
26k active personnel,XDXDXD,The Order,12k active personnel,SPQR,Romanovia,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
52k active personnel,The NLR,The High Council,36k active personnel,,FuchukFakhu,http://blocgame.com/news.php?page=6
10k active personnel,Golden Woods,,78k active personnel,,Lothl�rien,http://blocgame.com/news.php?page=6
58k active personnel,Dess,The Order,4k active personnel,,Japanesia,http://blocgame.com/news.php?page=6
25k active personnel,GayRights,Brotherhood of Nod,53k active personnel,SPQR,Ipoh,http://blocgame.com/news.php?page=6
41k active personnel,Tarsonis,,30k active personnel,,Top Hat,http://blocgame.com/news.php?page=6
2k active personnel,Hidin,,58k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
