aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
21k active personnel,Nexsonia,The Order,34k active personnel,The Khilafah,Bahamat,http://blocgame.com/news.php?page=5
22k active personnel,Haukinaria,The Order,16k active personnel,,Kenin,http://blocgame.com/news.php?page=5
25k active personnel,GayRights,Brotherhood of Nod,37k active personnel,SPQR,Ipoh,http://blocgame.com/news.php?page=5
26k active personnel,Dominon,Brotherhood of Zion,7k active personnel,,Gudvin2,http://blocgame.com/news.php?page=5
23k active personnel,USSR,The Order,13k active personnel,,Vethuovania,http://blocgame.com/news.php?page=5
49k active personnel,Cascoia,Brotherhood of Zion,28k active personnel,,Smoking Bandit,http://blocgame.com/news.php?page=5
39k active personnel,Lain,Brotherhood of Zion,3k active personnel,,toomb,http://blocgame.com/news.php?page=5
50k active personnel,Tanah Malaya,PIRATES,56k active personnel,Interpol,Syphirious,http://blocgame.com/news.php?page=5
61k active personnel,Honduras,The High Council,35k active personnel,,Ronia,http://blocgame.com/news.php?page=5
51k active personnel,Aeter,The Order,12k active personnel,ISIS,Bantersciz,http://blocgame.com/news.php?page=5
57k active personnel,Myhouse,The United Nations,21k active personnel,Lithuanian Coalition,rio de la plata,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
39k active personnel,Mingland,Brotherhood of Zion,22k active personnel,Lithuanian Coalition,S�l,http://blocgame.com/news.php?page=6
27k active personnel,Iraqghanistan,The Khilafah,37k active personnel,,Lobos,http://blocgame.com/news.php?page=6
61k active personnel,Deagle Nation!,Brotherhood of Nod,31k active personnel,,dingoland,http://blocgame.com/news.php?page=6
45k active personnel,BIOR KELANTOK,The High Council,21k active personnel,,Tuaran,http://blocgame.com/news.php?page=6
59k active personnel,HiredGun,The Order,39k active personnel,,Unspecifistan,http://blocgame.com/news.php?page=6
21k active personnel,The Hegemony,Interpol,60k active personnel,,Veganism,http://blocgame.com/news.php?page=6
40k active personnel,Safavid Persia,The Order,6k active personnel,,Sperg,http://blocgame.com/news.php?page=6
27k active personnel,bukitbendera98,The Order,2k active personnel,,Tempest,http://blocgame.com/news.php?page=6
48k active personnel,Much War,The Order,24k active personnel,The Khilafah,Whadjuk,http://blocgame.com/news.php?page=6
59k active personnel,Whitey,Brotherhood of Zion,38k active personnel,,DARFA,http://blocgame.com/news.php?page=6
40k active personnel,Curonia,The Order,24k active personnel,,Erpland,http://blocgame.com/news.php?page=6
4k active personnel,Kyranistan,Brotherhood of Nod,55k active personnel,Interpol,nation name,http://blocgame.com/news.php?page=6
33k active personnel,Tarsonis,,4k active personnel,,Top Hat,http://blocgame.com/news.php?page=6
28k active personnel,Ironforge,,29k active personnel,,SS-Amazonien,http://blocgame.com/news.php?page=6
33k active personnel,Chūya,Brotherhood of Zion,25k active personnel,,Dromund Kaas,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
39k active personnel,Classia,Brotherhood of Zion,15k active personnel,,Aminichina,http://blocgame.com/news.php?page=7
38k active personnel,Rudenia,Brotherhood of Zion,35k active personnel,SPQR,Lixia,http://blocgame.com/news.php?page=7
8k active personnel,Hidin,,37k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=7
31k active personnel,Boomtown,The High Council,9k active personnel,,Raizar,http://blocgame.com/news.php?page=7
75k active personnel,Uzbekistan.,Brotherhood of Nod,34k active personnel,The Khilafah,Middlewest,http://blocgame.com/news.php?page=7
55k active personnel,Milano,The High Council,35k active personnel,,Tetsunoshima,http://blocgame.com/news.php?page=7
34k active personnel,Sector 6,The Order,2k active personnel,,Gerik,http://blocgame.com/news.php?page=7
9k active personnel,Boukachkistan,,5k active personnel,,Islamic Nations,http://blocgame.com/news.php?page=7
25k active personnel,Keksimania,,5k active personnel,,Aincrad,http://blocgame.com/news.php?page=7
32k active personnel,Irrelevant,The United Nations,33k active personnel,,OnePiece,http://blocgame.com/news.php?page=7
13k active personnel,Skhimm,Brotherhood of Nod,50k active personnel,The High Council,One Star,http://blocgame.com/news.php?page=7
7k active personnel,East Jakarta,,14k active personnel,,temasik,http://blocgame.com/news.php?page=7
23k active personnel,Shamsi Empire,,18k active personnel,Brotherhood of Nod,reptil,http://blocgame.com/news.php?page=7
13k active personnel,Kukulala,The High Council,38k active personnel,Divine League,Swagvila,http://blocgame.com/news.php?page=7
16k active personnel,Jevgeniumland,,30k active personnel,,FuchukFakhu,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
15k active personnel,Ptoria,The Khilafah,26k active personnel,,tardass,http://blocgame.com/news.php?page=8
41k active personnel,Llorxye,PIRATES,4k active personnel,Interpol,Slavostan,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
