aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=3
29k active personnel,Guadianstan,Followers of Guadian,7k active personnel,,Narcoestado,http://blocgame.com/news.php?page=3
38k active personnel,Hivemindia,The Order,1k active personnel,,Toron,http://blocgame.com/news.php?page=3
52k active personnel,Shekel Land,The Order,2k active personnel,,Swedeinstan,http://blocgame.com/news.php?page=3
35k active personnel,New Luzon,The Order,4k active personnel,,Boukachkistan,http://blocgame.com/news.php?page=3
79k active personnel,Awesomeria,Brotherhood of Zion,43k active personnel,PIRATES,RacRus,http://blocgame.com/news.php?page=3
54k active personnel,Iwo Jima,The Order,3k active personnel,,InderaMalaya,http://blocgame.com/news.php?page=3
49k active personnel,Azhdahagate,Brotherhood of Nod,50k active personnel,PIRATES,Tanah Malaya,http://blocgame.com/news.php?page=3
48k active personnel,Praetoria Augusta,SPQR,4k active personnel,,Velts,http://blocgame.com/news.php?page=3
29k active personnel,Nexsonia,The Order,28k active personnel,The Khilafah,Bahamat,http://blocgame.com/news.php?page=3
57k active personnel,Dirk-Dirkastan,The Order,2k active personnel,,\\\'Murica,http://blocgame.com/news.php?page=3
22k active personnel,Haukinaria,The Order,16k active personnel,,Kenin,http://blocgame.com/news.php?page=3
25k active personnel,Prometheus,Brotherhood of Zion,7k active personnel,,Haxeltopia,http://blocgame.com/news.php?page=3
37k active personnel,ileristanistan,The Order,3k active personnel,ISIS,pooperheds,http://blocgame.com/news.php?page=3
25k active personnel,GayRights,Brotherhood of Nod,37k active personnel,SPQR,Ipoh,http://blocgame.com/news.php?page=3
26k active personnel,Dominon,Brotherhood of Zion,11k active personnel,,Gudvin2,http://blocgame.com/news.php?page=3
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=4
22k active personnel,USSR,The Order,27k active personnel,,Vethuovania,http://blocgame.com/news.php?page=4
65k active personnel,Vanaheim,The Order,3k active personnel,,BerkeVille,http://blocgame.com/news.php?page=4
49k active personnel,Cascoia,Brotherhood of Zion,36k active personnel,,Smoking Bandit,http://blocgame.com/news.php?page=4
28k active personnel,Nimei,Illuminati,4k active personnel,,Yaominlin,http://blocgame.com/news.php?page=4
31k active personnel,Lain,Brotherhood of Zion,9k active personnel,,toomb,http://blocgame.com/news.php?page=4
31k active personnel,Last Horn,The Khilafah,2k active personnel,,Kruland,http://blocgame.com/news.php?page=4
50k active personnel,Tanah Malaya,PIRATES,52k active personnel,Interpol,Syphirious,http://blocgame.com/news.php?page=4
37k active personnel,Brutish Empire,Comintern,6k active personnel,,publika,http://blocgame.com/news.php?page=4
19k active personnel,Wernston,Illuminati,2k active personnel,,Simfac,http://blocgame.com/news.php?page=4
65k active personnel,Honduras,The High Council,55k active personnel,,Ronia,http://blocgame.com/news.php?page=4
78k active personnel,Avarice,Brotherhood of Nod,1k active personnel,,Malaya Grampus,http://blocgame.com/news.php?page=4
41k active personnel,Ishtar,Brotherhood of Nod,7k active personnel,,umalien,http://blocgame.com/news.php?page=4
39k active personnel,Plob,Brotherhood of Nod,1k active personnel,The United Nations,woosha,http://blocgame.com/news.php?page=4
35k active personnel,Androzia,The United Nations,2k active personnel,,Tugro,http://blocgame.com/news.php?page=4
42k active personnel,Niggerito,SPQR,7k active personnel,,zedebom,http://blocgame.com/news.php?page=4
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=5
63k active personnel,Texastan,Interpol,46k active personnel,Brotherhood of Nod,Kyranistan,http://blocgame.com/news.php?page=5
51k active personnel,Aeter,The Order,26k active personnel,ISIS,Bantersciz,http://blocgame.com/news.php?page=5
57k active personnel,Myhouse,The United Nations,7k active personnel,Lithuanian Coalition,rio de la plata,http://blocgame.com/news.php?page=5
62k active personnel,Jebawka,The Order,1k active personnel,,Mont Blanc,http://blocgame.com/news.php?page=5
35k active personnel,Eisen,The Order,5k active personnel,,Ausmasia,http://blocgame.com/news.php?page=5
64k active personnel,Ladina,Che Guevara League,16k active personnel,Pirates of Carribean,Blake Island,http://blocgame.com/news.php?page=5
48k active personnel,SettingMoon,Farmington Brigade,50k active personnel,SPQR,Platypus Island,http://blocgame.com/news.php?page=5
32k active personnel,Geli Kurd,Brotherhood of Zion,4k active personnel,,Valuien,http://blocgame.com/news.php?page=5
45k active personnel,Raja Udang,PIRATES,10k active personnel,,Bayu,http://blocgame.com/news.php?page=5
27k active personnel,Tropic� Haven,Brotherhood of Zion,6k active personnel,,dane,http://blocgame.com/news.php?page=5
38k active personnel,Conwolves,Brotherhood of Zion,3k active personnel,SPQR,Honesty,http://blocgame.com/news.php?page=5
37k active personnel,Mingland,Brotherhood of Zion,22k active personnel,Lithuanian Coalition,S�l,http://blocgame.com/news.php?page=5
27k active personnel,Iraqghanistan,The Khilafah,41k active personnel,,Lobos,http://blocgame.com/news.php?page=5
28k active personnel,DFWEFWEF,Interpol,12k active personnel,,Infernistan,http://blocgame.com/news.php?page=5
39k active personnel,Biji Kurdistan,Comintern,6k active personnel,,Leche,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
52k active personnel,Syphirious,Interpol,13k active personnel,PIRATES,harimau kl,http://blocgame.com/news.php?page=6
61k active personnel,Deagle Nation!,Brotherhood of Nod,53k active personnel,,dingoland,http://blocgame.com/news.php?page=6
64k active personnel,Darkstone,The High Council,7k active personnel,,Conrad,http://blocgame.com/news.php?page=6
45k active personnel,BIOR KELANTOK,The High Council,21k active personnel,,Tuaran,http://blocgame.com/news.php?page=6
57k active personnel,HiredGun,The Order,50k active personnel,,Unspecifistan,http://blocgame.com/news.php?page=6
28k active personnel,Bruce Man,The High Council,3k active personnel,,Greekrules,http://blocgame.com/news.php?page=6
53k active personnel,Elderwood,,6k active personnel,The Order,Synan,http://blocgame.com/news.php?page=6
7k active personnel,The Hegemony,Interpol,61k active personnel,,Veganism,http://blocgame.com/news.php?page=6
40k active personnel,Safavid Persia,The Order,19k active personnel,,Sperg,http://blocgame.com/news.php?page=6
25k active personnel,bukitbendera98,The Order,20k active personnel,,Tempest,http://blocgame.com/news.php?page=6
53k active personnel,Much War,The Order,32k active personnel,The Khilafah,Whadjuk,http://blocgame.com/news.php?page=6
64k active personnel,Whitey,Brotherhood of Zion,44k active personnel,,DARFA,http://blocgame.com/news.php?page=6
40k active personnel,Curonia,The Order,24k active personnel,,Erpland,http://blocgame.com/news.php?page=6
46k active personnel,Kyranistan,Brotherhood of Nod,54k active personnel,Interpol,nation name,http://blocgame.com/news.php?page=6
38k active personnel,Tarsonis,,3k active personnel,,Top Hat,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
50k active personnel,Kersumsos,The Order,3k active personnel,African Union,Slothman,http://blocgame.com/news.php?page=7
30k active personnel,Ironforge,,29k active personnel,,SS-Amazonien,http://blocgame.com/news.php?page=7
23k active personnel,Chūya,Brotherhood of Zion,3k active personnel,,Dromund Kaas,http://blocgame.com/news.php?page=7
37k active personnel,Ashoqa,Brotherhood of Nod,2k active personnel,,Nannosistan,http://blocgame.com/news.php?page=7
44k active personnel,shair,Al-Qassam Brigades,7k active personnel,The Order,Samsayum,http://blocgame.com/news.php?page=7
52k active personnel,WUBstep,Brotherhood of Nod,2k active personnel,,reggie le edgy,http://blocgame.com/news.php?page=7
39k active personnel,Classia,Brotherhood of Zion,7k active personnel,,Aminichina,http://blocgame.com/news.php?page=7
42k active personnel,Rudenia,Brotherhood of Zion,45k active personnel,SPQR,Lixia,http://blocgame.com/news.php?page=7
52k active personnel,Nhayat,The Order,81k active personnel,Brotherhood of Zion,Zuyazayuza,http://blocgame.com/news.php?page=7
38k active personnel,TheDarkSide,The Federal Colonies,0k active personnel,PIRATES,Endau,http://blocgame.com/news.php?page=7
41k active personnel,Sordidia,The Order,6k active personnel,,Krelmia,http://blocgame.com/news.php?page=7
11k active personnel,BOOP,,44k active personnel,SPQR,Sannari,http://blocgame.com/news.php?page=7
8k active personnel,Hidin,,44k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=7
31k active personnel,Boomtown,The High Council,19k active personnel,,Raizar,http://blocgame.com/news.php?page=7
55k active personnel,Uzbekistan.,Brotherhood of Nod,65k active personnel,The Khilafah,Middlewest,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
55k active personnel,Milano,The High Council,25k active personnel,,Tetsunoshima,http://blocgame.com/news.php?page=8
32k active personnel,Sector 6,The Order,10k active personnel,,Gerik,http://blocgame.com/news.php?page=8
30k active personnel,Cuttlefish,Interpol,7k active personnel,,Baffa,http://blocgame.com/news.php?page=8
4k active personnel,Boukachkistan,,5k active personnel,,Islamic Nations,http://blocgame.com/news.php?page=8
25k active personnel,Keksimania,The Order,5k active personnel,,Aincrad,http://blocgame.com/news.php?page=8
32k active personnel,Irrelevant,The United Nations,23k active personnel,,OnePiece,http://blocgame.com/news.php?page=8
15k active personnel,Ballz,,18k active personnel,,Gomp,http://blocgame.com/news.php?page=8
0k active personnel,WP Kuala Lumpur,The Federal Colonies,83k active personnel,PIRATES,Pemakan Dunia,http://blocgame.com/news.php?page=8
33k active personnel,Empyrea,The Order,57k active personnel,Brotherhood of Zion,Best Istan,http://blocgame.com/news.php?page=8
37k active personnel,Sintra,Che Guevara League,46k active personnel,Lithuanian Coalition,Lewd Place,http://blocgame.com/news.php?page=8
50k active personnel,Baghdad Iraqi,The High Council,2k active personnel,Brotherhood of Nod,Skhimm,http://blocgame.com/news.php?page=8
39k active personnel,Cubania,The Order,21k active personnel,,Cartel,http://blocgame.com/news.php?page=8
2k active personnel,Skhimm,Brotherhood of Nod,40k active personnel,The High Council,One Star,http://blocgame.com/news.php?page=8
7k active personnel,East Jakarta,,14k active personnel,,temasik,http://blocgame.com/news.php?page=8
8k active personnel,Iranzamin,,13k active personnel,,Wax - On,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
57k active personnel,Poundtown,Brotherhood of Zion,0k active personnel,PIRATES,Rengit,http://blocgame.com/news.php?page=9
23k active personnel,Shamsi Empire,,18k active personnel,Brotherhood of Nod,reptil,http://blocgame.com/news.php?page=9
20k active personnel,Kukulala,The High Council,38k active personnel,Divine League,Swagvila,http://blocgame.com/news.php?page=9
16k active personnel,Jevgeniumland,,30k active personnel,,FuchukFakhu,http://blocgame.com/news.php?page=9
27k active personnel,Luskan,,10k active personnel,,The Silver Hand,http://blocgame.com/news.php?page=9
20k active personnel,Ptoria,The Khilafah,26k active personnel,,tardass,http://blocgame.com/news.php?page=9
45k active personnel,Llorxye,PIRATES,24k active personnel,Interpol,Slavostan,http://blocgame.com/news.php?page=9
11k active personnel,Darkplace,,39k active personnel,The High Council,Tamarlania,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
