aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
42k active personnel,Utopiastan,The High Council,6k active personnel,,Infernistan,http://blocgame.com/news.php?page=2
42k active personnel,Cubania,The Order,0k active personnel,,Wankmuffin,http://blocgame.com/news.php?page=2
51k active personnel,mzymz,Brotherhood of Zion,6k active personnel,,Krelmia,http://blocgame.com/news.php?page=2
11k active personnel,Rengit,Kampung Baru,21k active personnel,Brotherhood of Zion,Onstantinia,http://blocgame.com/news.php?page=2
42k active personnel,Domesticus,The United Nations,40k active personnel,Comintern,Kyranistan,http://blocgame.com/news.php?page=2
26k active personnel,Dominon,Brotherhood of Zion,3k active personnel,,Carteles,http://blocgame.com/news.php?page=2
38k active personnel,Classia,Brotherhood of Zion,38k active personnel,The Order,Sana,http://blocgame.com/news.php?page=2
47k active personnel,Eisen,The Order,15k active personnel,SPQR,Free Vietnam,http://blocgame.com/news.php?page=2
59k active personnel,Sintra,The Order,20k active personnel,Che Guevara League,Olivera,http://blocgame.com/news.php?page=2
40k active personnel,Kyranistan,Comintern,6k active personnel,The United Nations,Alamo,http://blocgame.com/news.php?page=2
28k active personnel,white shadow,The High Council,10k active personnel,,Free Persia,http://blocgame.com/news.php?page=2
51k active personnel,Sovngarde,The High Council,1k active personnel,,AZASIA,http://blocgame.com/news.php?page=2
29k active personnel,New Armenia,The United Nations,23k active personnel,,S--19,http://blocgame.com/news.php?page=2
47k active personnel,Octobia,The Federal Colonies,39k active personnel,,Cairobya,http://blocgame.com/news.php?page=2
66k active personnel,blanco,The Order,12k active personnel,,Daricia,http://blocgame.com/news.php?page=2
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=3
49k active personnel,Zinlandia,Che Guevara League,3k active personnel,Interpol,The Hegemony,http://blocgame.com/news.php?page=3
60k active personnel,San Palomino,The Order,6k active personnel,PIRATES,Meviora,http://blocgame.com/news.php?page=3
51k active personnel,Smyrno,The Order,5k active personnel,The Khilafah,Sumchakastan,http://blocgame.com/news.php?page=3
18k active personnel,nerfprotoss,,18k active personnel,,galapagos1,http://blocgame.com/news.php?page=3
18k active personnel,galapagos1,,18k active personnel,,weebsunite,http://blocgame.com/news.php?page=3
18k active personnel,weebsunite,,18k active personnel,,charlesxavier,http://blocgame.com/news.php?page=3
45k active personnel,La Federacion,The High Council,2k active personnel,,Portersburgh,http://blocgame.com/news.php?page=3
18k active personnel,charlesxavier,,18k active personnel,,wildestislands,http://blocgame.com/news.php?page=3
18k active personnel,wildestislands,,18k active personnel,,hatchblock,http://blocgame.com/news.php?page=3
18k active personnel,hatchblock,,18k active personnel,,balancedgame,http://blocgame.com/news.php?page=3
35k active personnel,Potatopia,Brotherhood of Zion,8k active personnel,,Poz Loads,http://blocgame.com/news.php?page=3
18k active personnel,balancedgame,,18k active personnel,,osfrog,http://blocgame.com/news.php?page=3
18k active personnel,basetrade,,18k active personnel,,icenation,http://blocgame.com/news.php?page=3
22k active personnel,Qaramur,Divine League,4k active personnel,,Funistan,http://blocgame.com/news.php?page=3
75k active personnel,Adrianopolis,Brotherhood of Zion,25k active personnel,The High Council,Nuketown,http://blocgame.com/news.php?page=3
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=4
109k active personnel,Derse Moon,The Order,26k active personnel,African Union,Afrikizonia,http://blocgame.com/news.php?page=4
38k active personnel,Swagvila,Divine League,3k active personnel,,Retardia,http://blocgame.com/news.php?page=4
37k active personnel,Giant Mechs,The High Council,7k active personnel,ISIS,pooperheds,http://blocgame.com/news.php?page=4
42k active personnel,Liszonia,,2k active personnel,,MAROSTONIA,http://blocgame.com/news.php?page=4
45k active personnel,New Wadowice,The Order,35k active personnel,,Unspecifistan,http://blocgame.com/news.php?page=4
10k active personnel,Endau,PIRATES,50k active personnel,The Federal Colonies,TheDarkSide,http://blocgame.com/news.php?page=4
5k active personnel,Batu putih,The Federal Colonies,55k active personnel,SPQR,Platypus Island,http://blocgame.com/news.php?page=4
94k active personnel,Avarice,Brotherhood of Nod,38k active personnel,Brotherhood of Zion,Kikkomen,http://blocgame.com/news.php?page=4
20k active personnel,Psychotropia,Brotherhood of Zion,15k active personnel,,ZESI,http://blocgame.com/news.php?page=4
61k active personnel,gong badang,PIRATES,3k active personnel,,Conrad,http://blocgame.com/news.php?page=4
22k active personnel,Blackpearl,,5k active personnel,,KKinabalu,http://blocgame.com/news.php?page=4
51k active personnel,The NLR,Divine League,54k active personnel,,FuchukFakhu,http://blocgame.com/news.php?page=4
62k active personnel,Utea,The Order,3k active personnel,Followers of Guadian,Guadianstan,http://blocgame.com/news.php?page=4
41k active personnel,HARDGAY♂,The Order,0k active personnel,,Sea13,http://blocgame.com/news.php?page=4
3k active personnel,Conrad,,19k active personnel,,Mont Blanc,http://blocgame.com/news.php?page=4
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=5
18k active personnel,osfrog,,18k active personnel,,basetrade,http://blocgame.com/news.php?page=5
18k active personnel,icenation,,18k active personnel,,theonehundred,http://blocgame.com/news.php?page=5
18k active personnel,theonehundred,,18k active personnel,,sixpool,http://blocgame.com/news.php?page=5
36k active personnel,Bamboon,,17k active personnel,,GWNP,http://blocgame.com/news.php?page=5
18k active personnel,sixpool,,18k active personnel,,deathtotyrants,http://blocgame.com/news.php?page=5
18k active personnel,deathtotyrants,,18k active personnel,,beyondthesummit,http://blocgame.com/news.php?page=5
29k active personnel,Zanyslavia,The Khilafah,3k active personnel,,rajallian,http://blocgame.com/news.php?page=5
15k active personnel,Free Vietnam,SPQR,30k active personnel,The High Council,Treehouse,http://blocgame.com/news.php?page=5
25k active personnel,Haaga,The Federal Colonies,4k active personnel,,Cook,http://blocgame.com/news.php?page=5
18k active personnel,beyondthesummit,,18k active personnel,,dendiface,http://blocgame.com/news.php?page=5
18k active personnel,dendiface,,18k active personnel,,navifanboy,http://blocgame.com/news.php?page=5
18k active personnel,ratdotabestdota,,18k active personnel,,Farm001,http://blocgame.com/news.php?page=5
35k active personnel,Eralidor,,15k active personnel,,edonia,http://blocgame.com/news.php?page=5
66k active personnel,Bourbon Island,Brotherhood of Zion,13k active personnel,The Khilafah,Pathos,http://blocgame.com/news.php?page=5
35k active personnel,Henessee,,20k active personnel,,�zilistan,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
75k active personnel,Iwo Jima,The Order,2k active personnel,,bird land,http://blocgame.com/news.php?page=6
70k active personnel,Chongministan,The Order,15k active personnel,,Based World,http://blocgame.com/news.php?page=6
50k active personnel,Melengkar Alam,The High Council,67k active personnel,Comintern,Eurassia,http://blocgame.com/news.php?page=6
50k active personnel,TheDarkSide,The Federal Colonies,61k active personnel,PIRATES,Carpentaria,http://blocgame.com/news.php?page=6
33k active personnel,Safavid Persia,The Order,7k active personnel,Al-Qassam Brigades,Parsistan,http://blocgame.com/news.php?page=6
41k active personnel,bro dude,Brotherhood of Zion,42k active personnel,The High Council,Utopiastan,http://blocgame.com/news.php?page=6
25k active personnel,Empyrea,The Order,37k active personnel,,Jurestist,http://blocgame.com/news.php?page=6
46k active personnel,Raja Udang,PIRATES,38k active personnel,,Cempaka,http://blocgame.com/news.php?page=6
60k active personnel,Prometheus,Brotherhood of Zion,50k active personnel,420 Empire,Eleuthera,http://blocgame.com/news.php?page=6
6k active personnel,Hansetica,The Order,40k active personnel,Interpol,Junovia,http://blocgame.com/news.php?page=6
29k active personnel,oliverhard,The High Council,6k active personnel,,Farsland,http://blocgame.com/news.php?page=6
43k active personnel,Subcarpathia,Divine League,8k active personnel,Al-Qassam Brigades,Hezstallah,http://blocgame.com/news.php?page=6
25k active personnel,Nuketown,The High Council,41k active personnel,Brotherhood of Zion,bro dude,http://blocgame.com/news.php?page=6
18k active personnel,Golden Woods,,18k active personnel,,Lothl�rien,http://blocgame.com/news.php?page=6
46k active personnel,Johor,The Khilafah,22k active personnel,,\\\'Nam,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
64k active personnel,Novi Sad,The High Council,14k active personnel,PIRATES,Pembunuh,http://blocgame.com/news.php?page=7
13k active personnel,Pathos,The Khilafah,49k active personnel,Brotherhood of Zion,Whitey,http://blocgame.com/news.php?page=7
70k active personnel,Dess,The Order,32k active personnel,,Japanesia,http://blocgame.com/news.php?page=7
48k active personnel,Azhdahagate,Brotherhood of Nod,60k active personnel,PIRATES,Tanah Malaya,http://blocgame.com/news.php?page=7
9k active personnel,Haukinaria,The Order,16k active personnel,,Kenin,http://blocgame.com/news.php?page=7
25k active personnel,GayRights,Brotherhood of Nod,45k active personnel,SPQR,Ipoh,http://blocgame.com/news.php?page=7
3k active personnel,Mingland,Brotherhood of Zion,22k active personnel,Lithuanian Coalition,S�l,http://blocgame.com/news.php?page=7
53k active personnel,Deagle Nation!,Brotherhood of Nod,4k active personnel,,dingoland,http://blocgame.com/news.php?page=7
3k active personnel,The Hegemony,Interpol,60k active personnel,,Veganism,http://blocgame.com/news.php?page=7
49k active personnel,Whitey,Brotherhood of Zion,33k active personnel,The Khilafah,DARFA,http://blocgame.com/news.php?page=7
40k active personnel,Curonia,The Order,16k active personnel,,Erpland,http://blocgame.com/news.php?page=7
33k active personnel,Tarsonis,,20k active personnel,,Top Hat,http://blocgame.com/news.php?page=7
44k active personnel,Ironforge,,17k active personnel,,SS-Amazonien,http://blocgame.com/news.php?page=7
35k active personnel,Chūya,Brotherhood of Zion,10k active personnel,,Dromund Kaas,http://blocgame.com/news.php?page=7
34k active personnel,Rudenia,Brotherhood of Zion,27k active personnel,SPQR,Lixia,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
4k active personnel,Hidin,,27k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=8
63k active personnel,Uzbekistan.,Brotherhood of Nod,6k active personnel,The Khilafah,Middlewest,http://blocgame.com/news.php?page=8
55k active personnel,Milano,The High Council,35k active personnel,,Tetsunoshima,http://blocgame.com/news.php?page=8
38k active personnel,Sector 6,The Order,2k active personnel,,Gerik,http://blocgame.com/news.php?page=8
30k active personnel,Irrelevant,The United Nations,31k active personnel,,OnePiece,http://blocgame.com/news.php?page=8
7k active personnel,Skhimm,Brotherhood of Nod,50k active personnel,The High Council,One Star,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
